place_id,nama_wisata,kabupaten,provinsi,kabupaten_gmaps,provinsi_gmaps,kab_dari_teks,alamat_gmaps,lat_gmaps,lon_gmaps,status_gmaps
ChIJF4lmlc3hli0RTMrN6Vr-zb4,Ombro,Kabupaten Kolaka Utara,Sulawesi Tenggara,Kabupaten Kolaka Utara,Sulawesi Tenggara,nan,"Pantai pasir putih, Pitulua, Kec. Lasusua, Kabupaten Kolaka Utara, Sulawesi Tenggara 93916",,,OK_GEO
ChIJK-0ljzqDgDIR0EoFbEQ-PYA,Pantai Abadi,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,nan,"JH68+QGM, Nuangan, Kec. Nuangan, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara",,,OK_GEO
ChIJ4eEa8KKihzIRxf6awhUKAPU,Pantai Talawaan Bajo,Kabupaten Minahasa Utara,Sulawesi Utara,Kabupaten Minahasa Utara,Sulawesi Utara,nan,"JV8C+PG8, Minaesa, Wori, Kabupaten Minahasa Utara, Sulawesi Utara",,,OK_GEO
ChIJbSVe4MW2lS0RcTNTNV8q_UE,Taman Rekreasi Datae,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Kabupaten Sidenreng Rappang,Sulawesi Selatan,nan,"3PM5+V8G, Lawawoi, Kec. Watang Pulu, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91661",,,OK_GEO
ChIJd5HgxTVZhzIR0PwfeoZcLS8,"Forte Português do Século XVI em Amurang , Portugis",Kabupaten Minahasa Selatan,Sulawesi Utara,Kabupaten Minahasa Selatan,Sulawesi Utara,nan,"Jl. Pasar No.15, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara",,,OK_GEO
ChIJ1WpiwDhZvi0RYnSaF91kyf0,Wisata Marmer Bulo Tara Leang-Leang,Kabupaten Maros,Sulawesi Selatan,Kabupaten Maros,Sulawesi Selatan,nan,"2MM5+WGR, Leang-Leang, Kec. Bantimurung, Kabupaten Maros, Sulawesi Selatan 90561",,,OK_GEO
ChIJof5b7hrqvi0R89BddeECeOc,Taman Wisata Holyland Malino (Bili Park),Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,nan,"PMRV+V5V, Lonjoboko, Kec. Parangloe, Kabupaten Gowa, Sulawesi Selatan 92173",,,OK_GEO
ChIJ_QmTbu3pky0RsK6x3ceOLmA,Rante Karassik,Kabupaten Toraja Utara,Sulawesi Selatan,Kabupaten Toraja Utara,Sulawesi Selatan,nan,"2V9V+9JX, Karassik, Kec. Rantepao, Kabupaten Toraja Utara, Sulawesi Selatan 91834",,,OK_GEO
ChIJ_bzvw2jlvS0R2CZzKhhdOeU,Museum La Pawawoi,Kabupaten Bone,Sulawesi Selatan,Kabupaten Bone,Sulawesi Selatan,nan,"Jl. M.H Thamrin No.9, Manurunge, Kec. Tanete Riattang, Kabupaten Bone, Sulawesi Selatan 92712",,,OK_GEO
ChIJkQFy5PPYki0RPUh_iAGqU6E,Wisata Sungai So'do,Kabupaten Mamuju,Sulawesi Barat,Kabupaten Mamuju,Sulawesi Barat,nan,"8W57+Q6G, Unnamed Road, Binanga, Kec. Mamuju, Kabupaten Mamuju, Sulawesi Barat 91511",,,OK_TEXT
ChIJI_Xf8NQ1eDIR8tqE5C0yFSs,Anjungan MARISA CITY,Kabupaten Pohuwato,Gorontalo,Kabupaten Pohuwato,Gorontalo,nan,"CWXX+GV4, Pohuwato Tim., Kec. Marisa, Kabupaten Pohuwato, Gorontalo 96265",,,OK_GEO
ChIJnyRLeAd3pC0RfD-u34m6I5s,Patung Naga Kamali,Kota Baubau,Sulawesi Tenggara,Kota Baubau,Sulawesi Tenggara,nan,"GJW4+4JP, Kec. Murhum, Kota Bau-Bau, Sulawesi Tenggara 93717",,,OK_GEO
ChIJLRGoPMQSii0RpdqGLxGKNwA,Pantai Labuana,Kabupaten Donggala,Sulawesi Tengah,Kabupaten Donggala,Sulawesi Tengah,nan,"desa labuana-donggala, Lende, Kec. Sirenja, Kabupaten Donggala, Sulawesi Tengah 94355",,,OK_TEXT
ChIJt0jKyQnVvi0R7m4Jppg0WgI,Padang Savana Ongkoa Takalar,Kabupaten Takalar,Sulawesi Selatan,Kabupaten Takalar,Sulawesi Selatan,nan,"CFH8+PM4, Jl. Cikoang Ongkowa, Laikang, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 92261",,,OK_GEO
ChIJZSuGcR6Qgy0RPMNHq0kUndw,Pantai Teduang,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Kabupaten Banggai Kepulauan,Sulawesi Tengah,nan,"Ambelang, Tinangkung, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94885",,,OK_TEXT
ChIJpTrgvErjvi0Rd9d059EMVH0,Taman Teras Unhas,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,nan,"VF5Q+X85, Tamalanrea Indah, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",,,OK_GEO
ChIJMd4_psHplS0RWQGq6R1poIU,Danau Tempe,Kabupaten Wajo,Sulawesi Selatan,Kabupaten Wajo,Sulawesi Selatan,nan,"Kabupaten Wajo, Sulawesi Selatan",,,OK_TEXT
ChIJ_Rl6mI9evi0RQDJG7xiue68,Bulu Saraung,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,nan,"Tompo Bulu, Kec. Balocci, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan",,,OK_GEO
ChIJG_kaYuPfvi0Rdb1HFEyiyow,Museum Balla Lompoa Bajeng,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,nan,"PC4M+465, Limbung, Jl. Balla Lompoa, Limbung, Kec. Bajeng, Kabupaten Gowa, Sulawesi Selatan 92152",,,OK_GEO
ChIJ4dGIZhREji0Rta2rqOopBmk,Goa Pamona,Kabupaten Poso,Sulawesi Tengah,Kabupaten Poso,Sulawesi Tengah,nan,"6JPQ+JGG, Danau, Kabupaten Poso, Sulawesi Tengah 94663",,,OK_TEXT
ChIJmW3sDKWzhzIRcdVPyUasfio,"Bukit Larata, Desa Kinunang",Kabupaten Minahasa Utara,Sulawesi Utara,Kabupaten Minahasa Utara,Sulawesi Utara,nan,"Pulisan, Kec. Likupang Tim., Kabupaten Minahasa Utara, Sulawesi Utara",,,OK_GEO
ChIJ3WPQI7bXki0RE3ylXDzAb74,Wisata Pantai Tapandullu,Kabupaten Mamuju,Sulawesi Barat,Kabupaten Mamuju,Sulawesi Barat,nan,"8QHR+JP9, Unnamed Road, Tapandullu, Kec. Simboro Dan Kepulauan, Kabupaten Mamuju, Sulawesi Barat 91513",,,OK_TEXT
ChIJG_b-3zf0uy0RIHBmAfFM4e0,Tebing Marumasa Kalibata,Kabupaten Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Sulawesi Selatan,nan,"CFG5+8G3, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan",,,OK_GEO
ChIJZTZWvM3hli0RrD_vuXOBFhU,Pantai Pasir Putih Pitulua,Kabupaten Kolaka Utara,Sulawesi Tenggara,Kabupaten Kolaka Utara,Sulawesi Tenggara,nan,"Pitulua, Kec. Lasusua, Kabupaten Kolaka Utara, Sulawesi Tenggara 93916",,,OK_GEO
ChIJOdmCxPHFlS0RPI0i-yPjPRc,Taman Wisata Danau Sidenreng,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Kabupaten Sidenreng Rappang,Sulawesi Selatan,nan,"2VMW+PRV, Danau, Watang Sidenreng, Kec. W T. Sidenreng, Kabupaten Sidenreng Rappang, Sulawesi Selatan 90953",,,OK_GEO
ChIJG5qactHxky0RiYl890tswCo,Pemandian Air Panas Makula,Kabupaten Tana Toraja,Sulawesi Selatan,Kabupaten Tana Toraja,Sulawesi Selatan,nan,"VWQC+H7W, Tokesan, Kec. Sangala Sel., Kabupaten Tana Toraja, Sulawesi Selatan 91881",,,OK_TEXT
ChIJN0Fo6rH_mC0RzR21V1I-40o,Taipa Beach,Kabupaten Konawe Utara,Sulawesi Tenggara,Kabupaten Konawe Utara,Sulawesi Tenggara,nan,"79CV+52R, Pantai Taipa, Unnamed Rd, Taipa, Kec. Lembo, Kabupaten Konawe Utara, Sulawesi Tenggara 93352",,,OK_GEO
ChIJjSypJHFfkS0RkMkn7j2fIs0,Taman Kota I Love Palopo,Kota Palopo,Sulawesi Selatan,Kota Palopo,Sulawesi Selatan,nan,"X6Q4+52X, Jl. Jenderal Sudirman, Binturu, Kec. Wara Sel., Kota Palopo, Sulawesi Selatan 91922",,,OK_GEO
ChIJowHhcZZshzIRuezTz8qlMeg,Vihara Buddhayana,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"Jl. Sunge No.57, Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJ-3JZCxPWeDIR3HVsypuyqCw,Pantai Biluhu Timur,Kabupaten Gorontalo,Gorontalo,Kabupaten Gorontalo,Gorontalo,nan,"FXRF+59J, Biluhu Tim., Kec. Batudaa Pantai, Kabupaten Gorontalo, Gorontalo",,,OK_GEO
ChIJS1c2u_GVvi0RyRNRxxdZpug,Air Terjun Parang Bugisi,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,nan,"PVR8+6CP, Bulutana, Kec. Tinggimoncong, Kabupaten Gowa, Sulawesi Selatan 92174",,,OK_GEO
ChIJfRpDFaCOmC0R9mSod6Z0MOY,Wisata Pemancingan & Kuliner AjengMart,Kabupaten Konawe Selatan,Sulawesi Tenggara,Kabupaten Konawe Selatan,Sulawesi Tenggara,nan,"Jl. Brigjen Katamso, Puosu Jaya, Kec. Konda, Kabupaten Konawe Selatan, Sulawesi Tenggara 93452",,,OK_GEO
ChIJgUSlRRbuky0RynakkAZJowA,Suaya,Kabupaten Tana Toraja,Sulawesi Selatan,Kabupaten Tana Toraja,Sulawesi Selatan,nan,"WW43+C3W, Kaero, Kec. Sangalla, Kabupaten Tana Toraja, Sulawesi Selatan 91811",,,OK_TEXT
ChIJl5oObi-Roy0RcSOWQDnbmYU,Pantai Walengkabola,Kabupaten Muna,Sulawesi Tenggara,Kabupaten Muna,Sulawesi Tenggara,nan,"RH2R+V39, Jl. Tanjung, Oempu, Kec. Tongkuno, Kabupaten Muna, Sulawesi Tenggara 93662",,,OK_GEO
ChIJ7w_a4TXRiy0RV_zKocUfL6w,Pantai Kucing Parigi Moutong,Kabupaten Parigi Moutong,Sulawesi Tengah,Kabupaten Parigi Moutong,Sulawesi Tengah,nan,"Tandaigi, Kec. Siniu, Kabupaten Parigi Moutong, Sulawesi Tengah",,,OK_GEO
ChIJG2MAyhdfhzIRdJreft3nZZA,I Love Minsel,Kabupaten Minahasa Selatan,Sulawesi Utara,Kabupaten Minahasa Selatan,Sulawesi Utara,nan,"6H4Q+QR6, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara",,,OK_GEO
ChIJXb8rQI8VmC0RL61RLWvmVSM,BAROS FARM HOUSE,Kabupaten Kolaka,Sulawesi Tenggara,Kabupaten Kolaka,Sulawesi Tenggara,Kabupaten Kolaka Timur,"Tawainalu, Kec. Tirawuta, Kabupaten Kolaka, Sulawesi Tenggara 93572",,,TEXT_WIN
ChIJI0WjK7mVvi0R2k_HxTJxeYk,Air Terjun Salewangang Malino,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,nan,"QV44+73Q, Malino, Kec. Tinggimoncong, Kabupaten Gowa, Sulawesi Selatan 92174",,,OK_GEO
ChIJuVJS22allS0RoUOk19k1Ins,Pantai Lowita - MUTIARA,Kabupaten Pinrang,Sulawesi Selatan,Kabupaten Pinrang,Sulawesi Selatan,nan,"Jl. Poros Ujung Lero, Tasiwalie, Kec. Suppa, Kabupaten Pinrang, Sulawesi Selatan 91272",,,OK_GEO
ChIJzettLX4ThzIRXpVrDEaZ2r0,Puncak Melby'Ls,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"9V4R+3H9, Kumelembuay, Kec. Tomohon Tim., Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJX83jNFLxuy0RQ_w6tWL-_LA,Pantai Pusahelu,Kabupaten Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Sulawesi Selatan,nan,"9CRG+JR2, Darubiah, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571",,,OK_GEO
ChIJmek49vMwhzIRoD6sq4W8V98,Pantai Tanjung Tumpaan,Kabupaten Minahasa,Sulawesi Utara,Kabupaten Minahasa,Sulawesi Utara,nan,"Tumpaan, Kec. Kakas, Kabupaten Minahasa, Sulawesi Utara",,,OK_TEXT
ChIJm1ngTlztmC0RxJ9sfkvD-7o,RTH Papalimba Puday,Kota Kendari,Sulawesi Tenggara,Kota Kendari,Sulawesi Tenggara,nan,"Lapulu, Kec. Abeli, Kota Kendari, Sulawesi Tenggara 93234",,,OK_GEO
ChIJ0YYKuoTTfjIRuJthyMkTlzY,Rumah Alam Dunggala,Kabupaten Bone Bolango,Gorontalo,Kabupaten Bone Bolango,Gorontalo,nan,"Dunggala, Kec. Tapa, Kabupaten Bone Bolango, Gorontalo 96124",,,OK_GEO
ChIJNb1tELSHjC0RXzHDEILkToA,Pasangkayu Beach,Kabupaten Pasangkayu,Sulawesi Barat,Kabupaten Pasangkayu,Sulawesi Barat,nan,"R9H2+62C, Jl. Moh. Hatta, Pasangkayu, Kec. Pasangkayu, Kab. Pasangkayu, Sulawesi Barat",,,OK_GEO
ChIJRdkfI2ajvi0RoZWZUdUtbM4,Kahayya,Kabupaten Sinjai,Sulawesi Selatan,Kabupaten Sinjai,Sulawesi Selatan,Kabupaten Bulukumba,"M2G2+4G4, Unnamed Road, Kindang, Kec. Sinjai Borong, Kabupaten Sinjai, Sulawesi Selatan 92662",,,TEXT_WIN
ChIJ-4VvCSaWkC0RF2M2KDNWhik,Danau Towuti,Kabupaten Luwu Timur,Sulawesi Selatan,Kabupaten Luwu Timur,Sulawesi Selatan,nan,"Kabupaten Luwu Timur, Sulawesi Selatan",,,OK_GEO
ChIJhdCy0Kh0izIRmOKcBIJyRD0,Pantai Embuhanga,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Kabupaten Kepulauan Sangihe,Sulawesi Utara,nan,"JHVF+3P4, Petta Sel., Kec. Tabukan Utara, Kabupaten Kepulauan Sangihe, Sulawesi Utara",,,OK_TEXT
ChIJWZP4N8J0izIRsiJhMbmvIuI,Pananualeng Beach,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Kabupaten Kepulauan Sangihe,Sulawesi Utara,nan,"JHFP+G6Q, Tariangbaru, Kec. Tabukan Tengah, Kabupaten Kepulauan Sangihe, Sulawesi Utara",,,OK_TEXT
ChIJyQ6gpssxeTIRGcYYtzo9MDI,Bukit Raga,Kabupaten Gorontalo,Gorontalo,Kabupaten Gorontalo,Gorontalo,nan,"JWWW+5Q7, Huidu, Kec. Limboto Bar., Kabupaten Gorontalo, Gorontalo 96219",,,OK_GEO
ChIJqzeyncLfli0RaLZ_5T2IFP0,Alun-alun Kirambu,Kabupaten Kolaka Utara,Sulawesi Tenggara,Kabupaten Kolaka Utara,Sulawesi Tenggara,nan,"GV8F+838, Ponggiha, Kec. Lasusua, Kabupaten Kolaka Utara, Sulawesi Tenggara 93914",,,OK_GEO
ChIJY3lu1st0hzIRUxH0A6ezAaU,Golden Kolam golden jumbo,Kota Manado,Sulawesi Utara,Kota Manado,Sulawesi Utara,nan,"FV54+2RG Valley, Tingkulu, Kec. Wanea, Kota Manado, Sulawesi Utara 95119",,,OK_GEO
ChIJEVP5JB9thzIRHozkL_1CDrQ,Pagoda Ekayana,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"8RWQ+V6C, Jl. Sungen, Kakaskasen Dua, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJq6PSl_imiC0RcfDyvPf-SwY,Tugu Ampana,Kabupaten Tojo Una-Una,Sulawesi Tengah,Kabupaten Tojo Una-Una,Sulawesi Tengah,nan,"4HJG+G5Q, Jl. Sultan Hasanudin, Ampana, Kec. Ampana Kota, Kabupaten Tojo Una-Una, Sulawesi Tengah 94683",,,OK_GEO
ChIJKVskjQbziy0R-uiNhdUcKuc,Taman Taiganja Kalukubula,Kabupaten Sigi,Sulawesi Tengah,Kabupaten Sigi,Sulawesi Tengah,nan,"3V4J+HCR RTH, Jl. Kelor, Kalukubula, Kec. Sigi Biromaru, Kabupaten Sigi, Sulawesi Tengah 94236",,,OK_TEXT
ChIJ_xdXnW3XeDIR_sTWcugSj7I,Tilalohe Beach Resort,Kabupaten Gorontalo,Gorontalo,Kabupaten Gorontalo,Gorontalo,nan,"Biluhu Tim., Kec. Batudaa Pantai, Kabupaten Gorontalo, Gorontalo 96272",,,OK_GEO
ChIJL8y0UOzziy0RMILIZ2SJi90,Bukit Sibedi,Kabupaten Sigi,Sulawesi Tengah,Kabupaten Sigi,Sulawesi Tengah,nan,"2RJW+8XC, Sibedi, Kec. Marawola, Kabupaten Sigi, Sulawesi Tengah 94238",,,OK_TEXT
ChIJf__8YXjnlS0RUDDMIs9tpOg,Danau Tempe Kab.Wajo,Kabupaten Wajo,Sulawesi Selatan,Kabupaten Wajo,Sulawesi Selatan,nan,"V2WC+XHM, Assorajang, Kec. Tana Sitolo, Kabupaten Wajo, Sulawesi Selatan 90951",,,OK_GEO
ChIJH1lZmJjymC0RkjU9PddJn4w,Tracking Mangrove Lahundape,Kota Kendari,Sulawesi Tenggara,Kota Kendari,Sulawesi Tenggara,nan,"2GHJ+M6X, Bar.,, Lahundape, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara",,,OK_GEO
ChIJu5By0byJky0R4HlX_MLsOZ4,Lembah Ollon,Kabupaten Tana Toraja,Sulawesi Selatan,Kabupaten Tana Toraja,Sulawesi Selatan,nan,"Bau, Kec. Bonggakaradeng, Kabupaten Tana Toraja, Sulawesi Selatan 91872",,,OK_TEXT
ChIJ1bdnxpYblC0RY9xKQnMklEA,"Desa wisata karangan latimojong ,Sivin camp, kampong kopi Latimojong",Kabupaten Enrekang,Sulawesi Selatan,Kabupaten Enrekang,Sulawesi Selatan,nan,"Dusun karangan, Latimojong, Kec. Buntu Batu, Kabupaten Enrekang, Sulawesi Selatan 91753",,,OK_GEO
ChIJkU61uT-Tgy0R5HZQyeulbrg,Permandian Air Tawar Desa Kautu,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Kabupaten Banggai Kepulauan,Sulawesi Tengah,nan,"Jalan Trans Peling, Kautu, Tinangkung, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94885",,,OK_TEXT
ChIJFQiODS1SoS0R5omgYpYy_Yc,Koguna Beach,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton,Sulawesi Tenggara,nan,"M6W8+G9X, Mopaano, Kec. Lasalimu Sel., Kabupaten Buton, Sulawesi Tenggara 93756",,,OK_GEO
ChIJt-AISNuLlC0R7LaEPLHSgqg,Pulau Pasir Putih,Kabupaten Polewali Mandar,Sulawesi Barat,Kabupaten Polewali Mandar,Sulawesi Barat,nan,"G96Q+9P8, Tonyamang, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat 91312",,,OK_GEO
ChIJseKZwP5MlC0RI6johmHg_3I,Rumah Adat Sao Raja Sawitto,Kabupaten Pinrang,Sulawesi Selatan,Kabupaten Pinrang,Sulawesi Selatan,nan,"6M53+HRR, Sawito, Kec. Watang Sawitto, Kabupaten Pinrang, Sulawesi Selatan 91211",,,OK_GEO
ChIJO8AI4lK1oy0RxjZFSyUje0g,Puncak Wakila,Kabupaten Muna,Sulawesi Tenggara,Kabupaten Muna,Sulawesi Tenggara,Kabupaten Buton Tengah,"Kondongia, Kec. Gu, Kabupaten Muna, Sulawesi Tenggara 93761",,,TEXT_WIN
ChIJJ8u6u9Q1eDIREDlLOC3IRNo,Wisata Pohon Cinta,Kabupaten Pohuwato,Gorontalo,Kabupaten Pohuwato,Gorontalo,nan,"CWXX+Q8R, Pohuwato Tim., Kec. Marisa, Kabupaten Pohuwato, Gorontalo 96265",,,OK_GEO
ChIJAQAAAJAJli0REAipsZ4yAtY,Tanah Bangkala Bone 1,Kabupaten Bone,Sulawesi Selatan,Kabupaten Bone,Sulawesi Selatan,nan,"F87H+649, Watampone, Kec. Tanete Riattang, Kabupaten Bone, Sulawesi Selatan 92712",,,OK_GEO
ChIJhccWMqwWjy0RE_eBFyNgZXc,Pantai Banano,Kabupaten Tojo Una-Una,Sulawesi Tengah,Kabupaten Tojo Una-Una,Sulawesi Tengah,nan,"J5P7+74R, Unnamed Road, Betaua, Kec. Tojo, Kabupaten Tojo Una-Una, Sulawesi Tengah 94681",,,OK_GEO
ChIJ3Q1oHri_lC0RtFPaa-CfLWw,Wisata Puncak Raja Bunga,Kabupaten Majene,Sulawesi Barat,Kabupaten Majene,Sulawesi Barat,nan,"Buttu, Baruga, Kec. Banggae Tim., Kabupaten Majene, Sulawesi Barat 91414",,,OK_TEXT
ChIJVVVVVVgChzIRS1U5kTWikBM,Pantai Kahona,Kota Bitung,Sulawesi Utara,Kota Bitung,Sulawesi Utara,nan,"95XP+9JM, Pasirpanjang, Lembeh Sel., Kota Bitung, Sulawesi Utara",,,OK_GEO
ChIJ19g8iFZjmC0Rd3NGZR2bNTI,Wisata Alam Geologi Boro Boro,Kabupaten Konawe Selatan,Sulawesi Tenggara,Kabupaten Konawe Selatan,Sulawesi Tenggara,nan,"W82V+9P9, Boro-Boro R, Kec. Ranomeeto, Kabupaten Konawe Selatan, Sulawesi Tenggara 93873",,,OK_GEO
ChIJ4wmS3zVZvi0R1sh51VH93WU,Taman Batu Balloci,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,nan,"3MCR+C39, Balleanging, Kec. Balocci, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90661",,,OK_GEO
ChIJj6fpcG-jhi0RR0pqvnRXQ3I,Bukit Teletubbies,Kabupaten Banggai,Sulawesi Tengah,Kabupaten Banggai,Sulawesi Tengah,nan,"3QVW+CVF, Bungin, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94711",,,OK_TEXT
ChIJv8V6uVAwfjIRNruXLvSof0g,Wisata pemandian Air Panas Bakan,Kabupaten Bolaang Mongondow,Sulawesi Utara,Kabupaten Bolaang Mongondow,Sulawesi Utara,nan,"H7XV+665, Bakan, Kec. Lolayan, Kabupaten Bolaang Mongondow, Sulawesi Utara 95771",,,OK_GEO
ChIJa7_oejmnhzIRNTqdIb4UnD8,Wisata Gunung Kekewang Desa Tetey,Kabupaten Minahasa Utara,Sulawesi Utara,Kabupaten Minahasa Utara,Sulawesi Utara,nan,"GX98+J2V, Tetey, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara",,,OK_GEO
ChIJZ6JQARPUoi0RFf8v3wpweE0,Padang Pajjongang,Kabupaten Bombana,Sulawesi Tenggara,Kabupaten Bombana,Sulawesi Tenggara,nan,"Jln. Poros Kessipute, Waemputang, Kec. Poleang Sel., Kabupaten Bombana, Sulawesi Tenggara 93773",,,OK_GEO
ChIJ06WaJlO_lC0RtR5vydcXeNU,Tanggul Batu Cincin,Kabupaten Majene,Sulawesi Barat,Kabupaten Majene,Sulawesi Barat,nan,"Labuang, Kec. Banggae Tim., Kabupaten Majene, Sulawesi Barat 91412",,,OK_TEXT
ChIJOUhDbgBthzIRE5S2XcTPYYw,Taman Wisata NewMahoni Tomohon,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"9R25+3W, Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJjUZSKnKYkS0RzyU94sKUd4g,Air Terjun Bantimurung Bone-Bone,Kabupaten Luwu Utara,Sulawesi Selatan,Kabupaten Luwu Utara,Sulawesi Selatan,nan,"CGW9+XJ7, Bantimurung, Kec. Bone-Bone, Kabupaten Luwu Utara, Sulawesi Selatan 91966",,,OK_GEO
ChIJSTVmKPVwhzIRGXOMEXkwESg,Pantai Tasik Ria,Kabupaten Minahasa,Sulawesi Utara,Kabupaten Minahasa,Sulawesi Utara,nan,"CP65+Q69, Jl. Trans Sulawesi, Mokupa, Kec. Tombariri, Kabupaten Minahasa, Sulawesi Utara",,,OK_TEXT
ChIJM7SfHOiGoy0RULKGp_qaSGg,Pantai Wantopi,Kabupaten Buton Tengah,Sulawesi Tenggara,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton Tengah,"Wantopi, Mawasangka Tim., Kabupaten Buton, Sulawesi Tenggara 93762",,,TEXT_WIN
ChIJjdxNDwjCky0R2dZOJ3OnU4s,Objek Wisata Gunung Tambolang,Kabupaten Toraja Utara,Sulawesi Selatan,Kabupaten Toraja Utara,Sulawesi Selatan,nan,"2VPV+893, Mentirotiku, Kec. Rantepao, Kabupaten Toraja Utara, Sulawesi Selatan 91833",,,OK_GEO
ChIJMcetB7FrhzIRJ_4Ocsp5QpM,Hidden gem - taman wisata & camping,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"7R8G+6J9, Tondangow, Kec. Tomohon Sel., Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJYWGpOZWJkC0R3CzAI-jZnhs,Permandian Bukit Kasih,Kabupaten Luwu Timur,Sulawesi Selatan,Kabupaten Luwu Timur,Sulawesi Selatan,nan,"Jalan Perintis Anak Bangsa, Langkae Araya, Kec. Towuti, Kabupaten Luwu Timur, Sulawesi Selatan 92982",,,OK_GEO
ChIJfeXrEZiZji0RYG41pfA0w3U,Danau Tambing,Kabupaten Poso,Sulawesi Tengah,Kabupaten Poso,Sulawesi Tengah,nan,"M8G5+6F7, Jl. Dongi Dongi-Watumaeta, Sedoa, Kec. Lore Utara, Kabupaten Poso, Sulawesi Tengah 94653",,,OK_TEXT
ChIJN4UMSE1XkS0Rl2K8NK6m_C0,Wisata Alam Pakalolo,Kabupaten Luwu,Sulawesi Selatan,Kabupaten Luwu,Sulawesi Selatan,nan,"Lengkong, Kec. Bua, Kabupaten Luwu, Sulawesi Selatan 91991",,,OK_GEO
ChIJ90CEaAO-vi0Rp1V58XP6oBQ,Air Terjun Biroro,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,nan,"PVJ9+4Q6, Bonto Lerung, Kec. Tinggimoncong, Kabupaten Gowa, Sulawesi Selatan 92174",,,OK_GEO
ChIJPUxAvp5yhzIRbt5R_CPphlU,Tapahan Telu Waterfall,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"9RGM+6GH, Tinoor Satu, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJC-zgPJHEky0R6iBXBv6KJpM,Tongkonan To'Barana,Kabupaten Toraja Utara,Sulawesi Selatan,Kabupaten Toraja Utara,Sulawesi Selatan,nan,"4W9V+3HC, Jl. Poros Sa'dan-Tallunglipu, Sa'dan, Sa'dan Matalo, Toraja Utara, Kabupaten Toraja Utara, Sulawesi Selatan 91853",,,OK_GEO
