nama wisata,alamat,kabupaten,provinsi,harga_rp,kategori_harga,url_harga
"sampolawa,kabupaten Buton Selatan, Sulawesi Tenggara","sampolawa,kabupaten Buton Selatan, Sulawesi Tenggara, Unnamed Road, Tira, Kec. Sampolawa, Kabupaten Buton, Sulawesi Tenggara 93753, Indonesia",Kabupaten Buton Selatan,Sulawesi Tenggara,0.0,Gratis,-
Monumen Korban 40.000 Jiwa,"GX3Q+H5Q, Galung Lombok, Kec. Tinambung, Kabupaten Polewali Mandar, Sulawesi Barat 91354, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,40000.0,Mahal,https://www.detik.com/sulsel/wisata/d-7083288/monumen-korban-40-000-jiwa-di-polman-sulbar-makam-korban-westerling
PANTAI TAMARUNANG,"PANTAI TAMARUNANG, Jl. HV. Worang Tamarunang, Biringkassi, Kec. Binamu, Kabupaten Jeneponto, Sulawesi Selatan 92316, Indonesia",Kabupaten Jeneponto,Sulawesi Selatan,5000.0,Murah,https://www.detik.com/sulsel/wisata/d-6896687/10-rekomendasi-tempat-wisata-di-jeneponto-untuk-liburan-seru
Pantai Buntu Matabing,"Pantai Buntu Matabing, Buntu Matabing, Larompong, Luwu Regency, South Sulawesi, Indonesia",Kabupaten Luwu,Sulawesi Selatan,10000.0,Sedang,https://www.academia.edu/99528386/STRATEGI_PENGEMBANGAN_PARIWISATA_STUDI_KASUS_PANTAI_BUNTU_MATABING_and_amp_PONNORI_DI_KABUPATEN_LUWU
"Kawasan wisata Alam ""Manguni Sapalalum"" Lelema, Minahasa Selatan","7JGX+4G, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,1500.0,Murah,https://sharrenkandou.ruclips.net/
Laa Waa River Park,"H69F+HHJ, Matano, Kec. Nuha, Kabupaten Luwu Timur, Sulawesi Selatan 92983, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,5000.0,Murah,https://idfirms.com/sulawesi-selatan/laa-waa-river-park-914605
Pantai Batunggulung,"M8WW+6HV, Pantama, Kec. Kajang, Kabupaten Bulukumba, Sulawesi Selatan, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,0.0,Gratis,-
Air Terjun Tetewa,"FG53+QWJ, Likuwalanapo, Ueesi District, Kabupaten Kolaka Timur, Sulawesi Tenggara 93575, Indonesia",Kabupaten Kolaka Timur,Sulawesi Tenggara,5000.0,Murah,https://www.geokepo.id/id/lokasi/kolaka-timur/air-terjun-tetewa
Wisata Tebing Mattoanging,"Matongin, Lembanna, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,25000.0,Mahal,https://jadesta.kemenpar.go.id/paket/wisata_tebing_mattoanging
Bukit Teletubbies,"3937+69P, Gililana, Kec. Petasia, Kabupaten Morowali Utara, Sulawesi Tengah, Indonesia",Kabupaten Morowali Utara,Sulawesi Tengah,50000.0,Mahal,https://travel.detik.com/domestic-destination/d-7329985/10-pesona-bukit-teletubbies-di-indonesia-ada-di-sumatra-hingga-papua
Gereja Toraja Mamasa Jemaat Bukit Batu,"RFWM+XQ2, Antang, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90562, Indonesia",Kota Makassar,Sulawesi Selatan,-,-,-
Tanjung Kartika,"WM66+5C, Wawatu, Kec. Moramo Utara, Kabupaten Konawe Selatan, Sulawesi Tenggara 93891, Indonesia",Kabupaten Konawe Selatan,Sulawesi Tenggara,10000.0,Sedang,https://www.mediawisata.id/wisata-tanjung-kartika-paling-hits-dan-instagramable/
PANTAI INDAH BATU-BATU GALESONG,"Aeng Batu-Batu, Kabupaten Takalar",Kabupaten Takalar,Sulawesi Selatan,20000.0,Mahal,https://travel.kompas.com/read/2024/04/30/093900927/wisata-pantai-bintang-galesong-cocok-untuk-liburan-bersama-rombongan
Dermaga Kayu Biringkassi,"5FPW+V3, Bulu Cindea",Kabupaten Jeneponto,Sulawesi Selatan,2500.0,Murah,https://travel.kompas.com/read/2023/06/26/222200627/daya-tarik-dan-harga-tiket-masuk-pantai-moki-di-maluku-tengah
Pantai TOLUNDADU BOLAANG MONGONDOW SELATAN,"Pantai TOLUNDADU BOLAANG MONGONDOW SELATAN, Tolondadu, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,5000.0,Murah,https://travel.tribunnews.com/destinasi/141107/jam-buka-tiket-masuk-pantai-modisi-di-bolaang-mongondow-selatan-sulawesi-utara
Sungai Batu Mallopie,"Maruala, FMFX+5JP, Lompo Riaja, Kec. Tanete Riaja, Kabupaten Barru, Sulawesi Selatan 90762, Indonesia",Kabupaten Barru,Sulawesi Selatan,5000.0,Murah,https://travel.tribunnews.com/2025/08/13/harga-tiket-masuk-pantai-ujung-batu-di-barru-sulawesi-selatan-panduan-rute-dari-makassar
Air Terjun Biru Seruni,"237V+3M4, Lelewawo, Kec. Batu Putih, Kabupaten Kolaka Utara, Sulawesi Tenggara 93955, Indonesia",Kabupaten Kolaka Utara,Sulawesi Tenggara,10000.0,Sedang,https://lubuklinggau.pikiran-rakyat.com/wisata/pr-2917814799/menjelajahi-keindahan-destinasi-wisata-air-terjun-seruni-di-kolaka-utara-yang-disebut-sebut-instagramable?page=all
Bulu Nokilelaki,"Bulu Nokilelaki, Anca, Kec. Lindu, Kabupaten Sigi, Sulawesi Tengah, Indonesia",Kabupaten Sigi,Sulawesi Tengah,0.0,Gratis,https://indonesia.tripcanvas.co/id/malang/itinerary-liburan-di-malang-batu-bromo/
BENTENG WAPALA,"658J+472, Bangkudu, Kec. Kulisusu, Kabupaten Buton Utara, Sulawesi Tenggara 93672, Indonesia",Kabupaten Buton Utara,Sulawesi Tenggara,0.0,Gratis,https://merahmaron.com/wisata/pesona-tersembunyi-buton-rekomendasi-wisata-wajib-dikunjungi/
Permandian Putri Wambona,"4VP7+P5G, Wambona, Kec. Batukara, Kabupaten Muna, Sulawesi Tenggara, Indonesia",Kabupaten Muna,Sulawesi Tenggara,-,-,-
Puncak Totongkoran,"9RQR+R27, Kali, Kabupaten Minahasa",Kabupaten Minahasa,Sulawesi Utara,0.0,Gratis,https://travel.kompas.com/read/2024/11/18/201500927/aer-konde-ratahan-minahasa--harga-tiket-lokasi-dan-jam-buka
Embung laduyu desa talata,"3R8H+884, Tawarombadaka, Kec. Tinondo, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",Kabupaten Kolaka Timur,Sulawesi Tenggara,-,-,-
WISATA ALAM BUKIT BAHAGIA,"RJWH+49, Benteng Gajah, Kabupaten Maros",Kabupaten Maros,Sulawesi Selatan,15000.0,Sedang,https://www.detik.com/sulsel/wisata/d-6502476/pesona-leang-leang-maros-wisata-taman-prasejarah-berusia-ribuan-tahun
Wisata Kampung Galung,"P2W3+58X, Jl. Persatuan Raya, Barania, Kec. Sinjai Bar., Kabupaten Sinjai, Sulawesi Selatan, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,2000.0,Murah,https://satukabar.com/keindahan-pesona-wisata-kampung-galung-barania-sinjai-barat-2025/
Puncak Gunung Nona,"GRCW+WC9, Rosoan, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91752, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,10000.0,Sedang,https://www.detik.com/sulsel/wisata/d-7151981/mendatte-park-enrekang-daya-tarik-fasilitas-dan-harga-tiketnya
Air Terjun Tiku Wuarau ulunggolaka,"2HWW+328, Ulunggolaka, Kec. Latambaga, Kabupaten Kolaka, Sulawesi Tenggara 93514, Indonesia",Kabupaten Kolaka,Sulawesi Tenggara,10000.0,Sedang,https://makassar.tribunnews.com/2019/11/18/5-destinasi-wisata-di-kolaka-dan-kolaka-utara-ini-bisa-jadi-lokasi-liburan-akhir-tahun
Wisata Bukit Soe,"Dusun Galung Paara, Desa Pamboborang, FWPJ+RWC, Baru, Kec. Banggae, Kabupaten Majene, Sulawesi Barat 91415, Indonesia",Kabupaten Majene,Sulawesi Barat,5000.0,Murah,https://regional.kompas.com/read/2024/10/23/183545378/pantai-barane-majene-daya-tarik-aktivitas-dan-harga-tiket
Goa Janji,"Mallari, Kec. Awangpone, Kabupaten Bone, Sulawesi Selatan, Indonesia",Kabupaten Bone,Sulawesi Selatan,5000.0,Murah,https://travel.tribunnews.com/destinasi/140539/pantai-togeo-bone-sulawesi-selatan-tiket-masuk-lokasi-panduan-rute
Teluk H2M - Motandoi,"C8VH+R64, Motandoi, Kec. Pinolosian Tim., Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,5000.0,Murah,https://travel.tribunnews.com/destinasi/141107/jam-buka-tiket-masuk-pantai-modisi-di-bolaang-mongondow-selatan-sulawesi-utara
Buttu Pattumea Betteng,"Balombong, GWG9+XXG, Betteng, Kec. Pamboang, Kabupaten Majene, Sulawesi Barat 91451, Indonesia",Kabupaten Majene,Sulawesi Barat,5000.0,Murah,https://alushta-tur.com/6-objek-wisata-sulawesi-barat-daya-tarik-memukau/
Lorong 3 Wisata Pantai Botutonuo,"C4XF+XXF, Botutonuo, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo, Indonesia",Kabupaten Bone Bolango,Gorontalo,25000.0,Mahal,https://travel.kompas.com/read/2020/10/08/073900527/25-wisata-gorontalo-wisata-sejarah-hingga-bertemu-hiu-paus-?page=all
Wisata Alam Biseang Labboro',"WPW7+9W, Samangki, Kec. Simbang, Kabupaten Maros, Sulawesi Selatan, Indonesia",Kabupaten Maros,Sulawesi Selatan,10000.0,Sedang,https://travel.tribunnews.com/2017/01/30/wisata-maros-jalan-jalan-ke-biseang-labboro-nikmati-keindahan-alam-menakjubkan-ini
Taman Religius Nona-nonaE,"3MGW+RJ9, Jl. Pare-Pare - Sidrap, Lainungan, Kec. Watang Pulu, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91661, Indonesia",Kabupaten Sidenreng Rappang,Sulawesi Selatan,1000,Murah,https://travel.detik.com/travel-news/d-7362657/bule-batal-masuk-twa-bantimurung-keberatan-tiket-mahal
Taman Reformasi,"XJHJ+HMV, Jl. Reformasi, Kp. Baru, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan 91121, Indonesia",Kota Parepare,Sulawesi Selatan,5000.0,Murah,https://travel.tribunnews.com/2025/08/13/harga-tiket-masuk-pantai-ujung-batu-di-barru-sulawesi-selatan-panduan-rute-dari-makassar
Air Terjun Sarambu Ponglu,"4RPV+VX5, Sarambu, Kec. Buntu Pepasan, Kabupaten Toraja Utara, Sulawesi Selatan 91854, Indonesia",Kabupaten Toraja Utara,Sulawesi Selatan,10000.0,Sedang,https://www.tripadvisor.co.id/Attraction_Review-g8838499-d9862347-Reviews-Sarambu_Sikore_Waterfall-Tana_Toraja_South_Sulawesi_Sulawesi.html
Hutan Lambusango,"QV42+8X2, Wakangka, Kec. Kapontori, Kabupaten Buton, Sulawesi Tenggara 93755, Indonesia",Kabupaten Buton,Sulawesi Tenggara,15000.0,Sedang,https://sultra.tribunnews.com/2024/11/29/keunikan-hutan-lambusango-buton-cocok-jadi-lokasi-camping-santai-hingga-eksplor-tempat-keramat
Wisata Bukit 513,"2573+9X9, Unnamed Road, Bar, Lebang, Kec. Wara Sel., Kota Palopo, Sulawesi Selatan 91911, Indonesia",Kota Palopo,Sulawesi Selatan,5000.0,Murah,https://www.kompasiana.com/abdulreal/591faaff1cafbd211f12a765/pesona-bukit-513-palopo-kota-idaman
BULALOVE,"Unnamed Road, G8MR+5GX, Hungayonaa, Kec. Tilamuta, Kabupaten Boalemo, Gorontalo 96263, Indonesia",Kabupaten Boalemo,Gorontalo,2000.0,Murah,https://lampung.antaranews.com/berita/441058/sensasi-wisata-alam-bulalove-di-kabupaten-boalemo-gorontalo
FlyingGear paragliding manado,"HRFP+2QP, Tiwoho, Kabupaten Minahasa Utara",Kabupaten Minahasa,Sulawesi Utara,5000,Murah,https://travel.tribunnews.com/2025/02/05/healing-ke-pantai-lakban-di-minahasa-tenggara-sulawesi-utara-tiket-masuk-cuma-rp-5-ribu
Qafwan Resort,"Balleanging, Kec. Balocci, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90661, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,5000.0,Murah,https://jadesta.kemenparekraf.go.id/atraksi/qafwan_resort
Ruang Bernafas,"Talakayya, Desa, GWWC+966, Bonto Tangnga, Kec. Uluere, Kabupaten Bantaeng, Sulawesi Selatan 92452, Indonesia",Kabupaten Bantaeng,Sulawesi Selatan,5000.0,Murah,https://travel.tribunnews.com/2025/08/13/harga-tiket-masuk-pantai-ujung-batu-di-barru-sulawesi-selatan-panduan-rute-dari-makassar
Permandian Komando Water Park Jeneponto,"8Q4C+JR9, Empoang Sel., Kabupaten Jeneponto",Kabupaten Jeneponto,Sulawesi Selatan,10000.0,Sedang,https://www.celebes.co/jeneponto-waterpark
PANRITA HILL,"Unnamed Road, Alehanuae, Kec. Sinjai Utara, Kabupaten Sinjai, Sulawesi Selatan 92615, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,2000.0,Murah,https://www.kabarbugis.id/2023/01/08/4-pilihan-objek-wisata-kabupaten-sinjai/
Tiro Soe,"Baebunta, Kec. Baebunta, Kabupaten Luwu Utara, Sulawesi Selatan, Indonesia",Kabupaten Luwu Utara,Sulawesi Selatan,0.0,Gratis,-
Wisata Pantai Maleo,"FX5X+RXW, Maleo, Kec. Paguat, Kabupaten Pohuwato, Gorontalo, Indonesia",Kabupaten Pohuwato,Gorontalo,0.0,Gratis,https://travelspromo.com/htm-wisata/pantai-pohon-cinta-pohuwato/
Permandian Alam Batupapan,"34CQ+MQG, Padang Lambe, Kec. Wara Bar., Kota Palopo, Sulawesi Selatan 91958, Indonesia",Kota Palopo,Sulawesi Selatan,0.0,Gratis,-
Padang Laya,"9GJW+P8J City, Lambako, Kec. Banggai, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",Kabupaten Banggai,Sulawesi Tengah,10000.0,Sedang,https://wisato.id/wisata-alam/padang-laya-destinasi-wisata-yang-hits-di-sulawesi-tengah/
Air Terjun Sondoang,"C3HX+PRF, Sondoang, Kec. Kalukku, Kabupaten Mamuju, Sulawesi Barat 91561, Indonesia",Kabupaten Mamuju,Sulawesi Barat,0.0,Gratis,https://travel.kompas.com/read/2021/10/26/160721427/itinerary-3-hari-2-malam-di-mamuju-sulawesi-barat-wisata-air-terjun-tamasapi
Bangkeng Buki,"G587+Q4G, Bukit Harapan, Kec. Gantarang, Kabupaten Bulukumba, Sulawesi Selatan 92561, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,10000,Sedang,https://travel.tribunnews.com/2025/09/25/pantai-tanjung-bira-di-bulukumba-sulawesi-selatan-panduan-rute-tiket-masuk-fasilitas
Wisata Jembatan Pantai Posan Paconne,"J9MW+H63, Paconne, Kabupaten Luwu, Sulawesi Selatan, Indonesia",Kabupaten Luwu,Sulawesi Selatan,5000,Murah,https://travel.tribunnews.com/destinasi/140539/pantai-togeo-bone-sulawesi-selatan-tiket-masuk-lokasi-panduan-rute
Bukit Salib Sumarayar,"5R9V+HWQ, Sumarayar, Kec. Langowan Tim., Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,5000,Murah,https://travel.tribunnews.com/2025/02/05/healing-ke-pantai-lakban-di-minahasa-tenggara-sulawesi-utara-tiket-masuk-cuma-rp-5-ribu
Pantai Taman Ria,"4R9Q+R97, Jl. Cumi-Cumi, Lere, Kec. Ulujadi, Kota Palu, Sulawesi Tengah, Indonesia",Kota Palu,Sulawesi Tengah,5000.0,Murah,https://travel.kompas.com/read/2021/10/16/101000227/itinerary-wisata-3-hari-2-malam-di-palu-pantai-sampai-sumur-raksasa?page=all
Pantai Siuone pekaloa Towuti,"Pekaloa, Kec. Towuti, Kabupaten Luwu Timur, Sulawesi Selatan 92982, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,5000.0,Murah,https://travel.tribunnews.com/2025/08/13/harga-tiket-masuk-pantai-ujung-batu-di-barru-sulawesi-selatan-panduan-rute-dari-makassar
Yuranata garden,"JMXC+M49, Jl. Purnawirawan, Palabusa, Kota Bau-Bau",Kota Bau-Bau,Sulawesi Tenggara,10000.0,Sedang,https://regional.kompas.com/read/2019/11/26/12374121/indahnya-taman-bunga-celosia-di-yuranata-garden?page=1
Makam Megalitik Sumpang Ralla,"FP62+JMH, Lompo Riaja, Kec. Tanete Riaja, Kabupaten Barru, Sulawesi Selatan 90762, Indonesia",Kabupaten Barru,Sulawesi Selatan,0.0,Gratis,https://www.detik.com/sulsel/wisata/d-6515417/padang-indah-barru-menikmati-hamparan-bukit-hijau-yang-mempesona
Pantai Lembo,"GVM7+P6J, Wasaga, Kabupaten Buton",Kabupaten Buton,Sulawesi Tenggara,5000.0,Murah,https://travel.kompas.com/read/2016/05/09/061032327/Pantai.Lembo.Tempat.Favorit.Warga.Buton.Mengisi.Akhir.Pekan
Pantai Rahwana (Keindahan Pantai Dekat Danau),"54G2+P9, Batu Sempe Indah, Mata Oleo, Kabupaten Bombana, Sulawesi Tenggara, Indonesia",Kabupaten Bombana,Sulawesi Tenggara,0,Gratis,https://www.celebes.co/tempat-wisata-bombana
Bukit Lakeppo,"FMRX+W5H, Libureng, Kec. Tanete Riaja, Kabupaten Barru, Sulawesi Selatan 90762, Indonesia",Kabupaten Barru,Sulawesi Selatan,5000.0,Murah,https://travel.tribunnews.com/2025/08/13/harga-tiket-masuk-pantai-ujung-batu-di-barru-sulawesi-selatan-panduan-rute-dari-makassar
Kolam Renang Landmark LUWU TIMUR,"94PG+QF8, Puncak Indah, Kec. Malili, Kabupaten Luwu Timur, Sulawesi Selatan 92936, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,5000.0,Murah,https://jadesta.kemenpar.go.id/desa/54377
Destinasi wisata sejarah LIKUIFAKSI PETOBO,"3W6C+Q43, Jl. Moh. Soeharto, Petobo, Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94234, Indonesia",Kota Palu,Sulawesi Tengah,4000.0,Murah,https://travel.detik.com/travel-news/d-4564067/naiknya-tiket-masuk-di-sejumlah-tempat-wisata-bali-naik-tak-disoal-tapi
Pantai Barat Sarudu,"Pantai Barat Sarudu, Sarudu, Kec. Sarudu, Kab. Pasangkayu, Sulawesi Barat 91573, Indonesia",Kabupaten Pasangkayu,Sulawesi Barat,3000.0,Murah,https://idfirms.com/sulawesi-barat/pantai-barat-1048332
Air Terjun Kokungan,"8FMJ+F44, Monsongan, Kec. Banggai Tengah, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",Kabupaten Banggai,Sulawesi Tengah,10000.0,Sedang,https://www.sangalu.com/wisata-budaya/8310354384/air-terjun-piala-destinasi-wisata-yang-kian-sering-dikunjungi-warga-luwuk
Wai Turan Pamboborang,"Unnamed Road, Baru, Kec. Banggae, Kabupaten Majene, Sulawesi Barat 91415, Indonesia",Kabupaten Majene,Sulawesi Barat,-,-,-
Air Terjun Takaan,"5H3R+6CG, Buyungon, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,20000.0,Mahal,https://www.celebes.co/air-terjun-dekat-manado
Pantai Rumbia,"2WC7+XH8, Rumbia, Kec. Langowan Sel., Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,0.0,Gratis,-
Wisata garung kayu bado,Kalangkangan,Kabupaten Toli-Toli,Sulawesi Tengah,5000.0,Murah,https://travel.detik.com/domestic-destination/d-8038755/wisata-terkenal-dieng-jam-buka-harga-tiket-daya-tariknya
Pantai Wisata DAMI Beach,"Timur, Kombot, Kec. Pinolosian, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,24000,Mahal,https://travel.tribunnews.com/destinasi/140558/jelajah-pantai-dami-permata-tersembunyi-di-bolaang-mongondow-selatan-sulawesi-utara
Pantai Juanda Lestari,"JGQ9+377, Palewai, Tanggetada, Kabupaten Kolaka, Sulawesi Tenggara 93563, Indonesia",Kabupaten Kolaka,Sulawesi Tenggara,0.0,Gratis,https://travel.tribunnews.com/destinasi/141416/harga-tiket-paddle-board-di-pantai-anggalo-konawe-untuk-liburan-akhir-tahun
Taman Lamario (Monumen Perahu Phinisi),"XJ9F+JHW, Cappa Galung, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan, Indonesia",Kota Parepare,Sulawesi Selatan,1500.0,Murah,https://www.detik.com/sulsel/wisata/d-6594141/23-objek-wisata-di-parepare-mulai-pesona-alam-hingga-situs-sejarah
Bunker Jepang,"2JP5+C6W, Mata, Kec. Kendari, Kota Kendari, Sulawesi Tenggara 93128, Indonesia",Kota Kendari,Sulawesi Tenggara,10000.0,Sedang,https://id.wikipedia.org/wiki/Pertempuran_Kendari
Pantai Batu Baru,"R9WW+G6, Maccini Sombala, Kota Makassar",Kota Makassar,Sulawesi Selatan,5000.0,Murah,https://travel.pasarmodern.com/harga-tiket-pantai-ujung-batu-barru-dan-rute-dari-makassar/
Wisata Jembatan Jodoh,"P22C+555, Unnamed Road, Batu Belerang, Kec. Sinjai Borong, Kabupaten Sinjai, Sulawesi Selatan 92653, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,5000.0,Murah,https://jadesta.kemenpar.go.id/paket/jembatan_jodoh_batu_belerang
Kolam Ambepua FIshing,"WCF2+V68, Ambaipua, Kec. Ranomeeto, Kabupaten Konawe Selatan, Sulawesi Tenggara 93871, Indonesia",Kabupaten Konawe Selatan,Sulawesi Tenggara,-,-,-
Pantai Batam Desa Mataiwoi Kec Molawe Kab Konawe Utara,"Pantai Batam Desa Mataiwoi Kec Molawe Kab Konawe Utara, Mataiwoi, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara, Indonesia",Kabupaten Konawe Utara,Sulawesi Tenggara,5000.0,Murah,https://www.liputan6.com/regional/read/4146459/perahu-terbalik-turis-tewas-saat-libur-tahun-baru-di-pantai-konawe-utara
ASMARA GARDEN,"H4V3+4CH, Bulotalangi Tim., Kabupaten Bone Bolango",Kabupaten Bone Bolango,Gorontalo,10000.0,Sedang,https://travel.kompas.com/read/2024/11/02/080200727/ylki--kenaikan-tiket-masuk-taman-nasional-terlalu-tinggi
Pantai Koa-Koa,"Pantai Koa-Koa, Pangiang, Kec. Pasangkayu, Kab. Pasangkayu, Sulawesi Barat 91574, Indonesia",Kabupaten Pasangkayu,Sulawesi Barat,30000.0,Mahal,https://jadesta.kemenpar.go.id/desa/pantai_koakoa
Pantai Wisata Pantoloan,"Jl. Makagili Pantoloan, Palu, Sulawesi Tengah 94352, Indonesia",Kota Palu,Sulawesi Tengah,0.0,Gratis,-
pemancingan riboko balla,Borongpa'la'la,Kabupaten Bulukumba,Sulawesi Selatan,0.0,Gratis,https://travel.kompas.com/read/2026/03/14/171108927/harga-tiket-masuk-taman-safari-bogor-selama-libur-lebaran-2026
Rental mobil poso kota,"Jl. P.seram, Gebang Rejo",Kabupaten Poso,Sulawesi Tengah,10000.0,Sedang,https://regional.kompas.com/read/2019/06/02/10094601/harga-tiket-masuk-candi-borobudur-naik-selama-libur-lebaran-2019
JG Mangrove Park Desa Palaes,"Palaes, Kec. Likupang Bar., Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",Kabupaten Minahasa Utara,Sulawesi Utara,-,-,-
Air Terjun Lamesou,"76V8+HWP, Matapila, Kec. Lasolo, Kabupaten Konawe Utara, Sulawesi Tenggara 93352, Indonesia",Kabupaten Konawe Utara,Sulawesi Tenggara,0,Gratis,https://www.celebes.co/air-terjun-lamesou-konawe
WISATA HUTAN PINUS TANGKALAKA,"Poros bontorappo, Bissoloro, Kec. Bungaya, Kabupaten Gowa, Sulawesi Selatan 92176, Indonesia",Kabupaten Gowa,Sulawesi Selatan,29000,Mahal,https://travel.tribunnews.com/2025/06/11/nikmati-air-panas-alami-lejja-soppeng-cek-harga-tiket-masuk-lokasinya-di-sulawesi-selatan
Air Terjun Amarilis,"3G6R+6F2, Nii Tanasa, Kec. Lalonggasumeeto, Kabupaten Konawe, Sulawesi Tenggara 93121, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,10000,Sedang,https://geolocana.com/places/wisata-air-terjun-moramo-konawe-selatan/
TELAGA PURI INDAH (TERINDAH),"46XP+5XG, RT.01/RW.01, Ulu Benua, Amonggedo, Kabupaten Konawe, Sulawesi Tenggara 93461, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,0.0,Gratis,https://travel.tribunnews.com/destinasi/141416/harga-tiket-paddle-board-di-pantai-anggalo-konawe-untuk-liburan-akhir-tahun
Pantai Pembuatan perahu phinisi,"F987+VJW, Jl. Pelabuhan, Tanah Lemo, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,70000.0,Mahal,https://makassar.kompas.com/read/2023/11/21/224701378/desa-tana-beru-tempat-pembuatan-kapal-pinisi-di-bulukumba-yang-syarat
Batulohe Beach,"3G3W+X7X, Balang Butung, Kec. Buki, Kab. Kepulauan Selayar, Sulawesi Selatan, Indonesia",Kabupaten Kepulauan Selayar,Sulawesi Selatan,5000.0,Murah,https://travel.tribunnews.com/destinasi/140539/pantai-togeo-bone-sulawesi-selatan-tiket-masuk-lokasi-panduan-rute
Air Terjun Tattungo,"8V2G+58P, Puncak Harapan, Kec. Maiwa, Kabupaten Enrekang, Sulawesi Selatan 91761, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,8000.0,Murah,https://palontaraq.id/2023/06/20/15-spot-wisata-alam-di-enrekang/
Taman wisata Bulu Tanda Sibedi,"2RJX+887, Sibedi, Kabupaten Sigi",Kabupaten Sigi,Sulawesi Tengah,6000.0,Murah,https://www.rifaihadi.com/tempat-wisata-di-sigi/
pantai oyama,"Lokotoy, Banggai Utara, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",Kabupaten Banggai,Sulawesi Tengah,20000.0,Mahal,https://jadesta.kemenpar.go.id/desa/oyama
JOJO GARDEN KONDA,"VCMF+MWV, Lamomea, Kec. Konda, Kabupaten Konawe Selatan, Sulawesi Tenggara, Indonesia",Kabupaten Konawe Selatan,Sulawesi Tenggara,0.0,Gratis,https://travel.tribunnews.com/destinasi/141416/harga-tiket-paddle-board-di-pantai-anggalo-konawe-untuk-liburan-akhir-tahun
Puncak Padamarang,"Towua I, Kec. Wundulako, Kabupaten Kolaka, Sulawesi Tenggara, Indonesia",Kabupaten Kolaka,Sulawesi Tenggara,74000.0,Mahal,https://www.reservasiku.com/5-rekomendasi-destinasi-wisata-terbaru-kolaka-sulawesi-utara-untuk-liburan-yang-membuat-betah/
Wisata Matawoi Puubenua,"RMX2+GWF, Unnamed Road, Puubenua, Kabupaten Kolaka",Kabupaten Kolaka,Sulawesi Tenggara,-,-,-
Pantai Bone Buton Utara,"557F+8FC, Lemo, Kec. Kulisusu, Kabupaten Buton Utara, Sulawesi Tenggara 93672, Indonesia",Kabupaten Buton Utara,Sulawesi Tenggara,0,Gratis,https://www.celebes.co/tempat-wisata-buton-utara
Bonto Massailea,"Desa, Bukit Harapan, Kec. Gantarang, Kabupaten Bulukumba, Sulawesi Selatan 92561, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,3000.0,Murah,https://www.celebes.co/pantai-marumasa
