nama_wisata,alamat,rating,jumlah_review,kategori,image,lat,long,place_id,kabupaten,provinsi
Pantai Malanggong (Matatas),"R86F+QV9, Bakalan, Tinangkung, Kabupaten Banggai Kepulauan, Sulawesi Tengah, Indonesia",4.8,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGiW_lcSECtbSEcRJxGl1UKTjutqPiaXknRfNmQH8MX5dx_OqRKBjaoLQafwX1YANYvXPr6qvf2T2TWGV0uTanOz6SkWq44tk29mYcX8tY02Cph9e3fnp0DIIZ4CsJZkZcFU90CdMANuVTDJkjfUCA7xYrvmwq0M69y5b6CJ7a0OIuAgX8_x0sJJ-ltrnDXDQyx5G0s1mWxH7fK3607tM0-tuLzHGoyPrr5iGg6vRhlzCgdekSLu6VUiAQCZdlb5WBLpScNULIkIE7ey0TnBn-Qpe1Gts3UeEQl6-6yDpu9KlDemNnap_iB8JPjCG0Du4lhnQ0LNM-S3lJ4LFl-02sUuVabwYvQk8aSr3WMoCHs2Yxr1Tvl46YSNAYNPCghECJw4sIdnBA_QAAitE4PwYV_s5vmcJLyt8HvQSnBcyHfSQV1ZWi9MfkZGOdm_Q&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.1880808,123.3247304,ChIJC0zx7uvvgy0Rok3RDWYlCic,Kabupaten Banggai Kepulauan,Sulawesi Tengah
Pantai Shaka,"XCWF+P6P, Sani Sani, Kec. Samaturu, Kabupaten Kolaka, Sulawesi Tenggara, Indonesia",4.8,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFknny49ajH7ZeWj0pyt2E3YAKJpskZt9niJJhoc-FsjQOc_sPdfh1GYhxwi68v5sRMurszzyye7K65roucYAezkdZJ_UEJAfoLA5N62nPzkINZrjD--DDdbKrAiaD9q5yA80Uugn6U2Crm3FWPg-YBwXe6uwxOz9wBPdp-WtSev6iBa04nRRro_rUm9nf7CQL_gAOm26TKc1N1G9O_vm-2kWwr8yooDKgp-FN0Zyhfi3XosyM3tQKZpGW6gLpnJUhXSvhFJVi6zr4hUoUnUBX1ePw0N08sv55RoS-EOq-9TKoS4TbA9B1R0djLfpQMXKcG2z9T5l5KCn2BByyTur18QTPIdQtb71s48EYi4r2HtYnSGQSlUNy9Vx5mnORZ5EBnDudEPjcmIHTcPe8CHRRED69746f3VdYQebIM5HBK0dKC1IjZUEoRtWNy0K1v&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.0031724,121.4230898,ChIJRwr9IwCTly0RVg7YI-gDspE,Kabupaten Kolaka,Sulawesi Tenggara
Bukit Mangkeluno,"4P7V+C8X, Wabintingi, Kec. Lohia, Kabupaten Muna, Sulawesi Tenggara 93658, Indonesia",4.8,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGuFF04Trc0P0wjdXZVCDivvVI9pmQIbMAh1vxVaE1R5E-DY3YXmHR-w2IoMFbqNfAaapwX8GmdsfiAb3DFicmC99kqHO9L3s5Xdyiv-lU4yxH57bPmEtGHTVgvkcwAcb35K_YWYJ3gCndaDh7oD0uVEcAcqEabRmPHNiTNeVnXhxcInJu5uNevNuM9mxlKiidmnct7g_pmqiV0hRltUW2ZYjybLwY8jBNt344sdOyRvqPbPQV2jTsgX5AH13T_GujWML0xXE8PaMVSXPPiRT0DAVROhjVJXHoD9UCHMbaY8-LDlGBVEzuRgxUH3Ecs4U3z6JJaJzLZBUzsDodD9q90iKEM2E1dsmRzWr7Uu536zref0uRaNhnGHR2ap6lCEdlrAAJDAIFCJd2f4RWPfD83go1zOe9N69Gxym2TbP4&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.886393,122.7433489,ChIJAw7RnS_Koy0R4LY8Ek7q2UA,Kabupaten Muna,Sulawesi Tenggara
Pantai Moluno,"Pantai Moluno, Oengkolaki, Kec. Mawasangka, Kabupaten Buton, Sulawesi Tenggara 93762, Indonesia",4.8,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGfGk8c75Z-ZsD2kT5Ar8nFEEydqX3jOUvkIoS-L7a_f-O9i4YN_u0AuYY6HD5uleF490MccH2K85NsRB0jRj613lvtqxBoQczdGlWCvnbf1L_AKH5pU1JQzpbxyRZu2etnQ8PQNFyVKVMeCJQbowcQPnz1jEvP8MNLSKcxDspEfQ8FwNjjWHGguZjqYZHYHfagIX5XgrltaTirmRmrP4Hq1WM40jJaLdheJObKPVZE1diNmp3vezZYvMDhPV5XCPjpModlIClVNM5vt6NE8SCOxSwhmLzahgpucnokMB34cfnM5lPmLQ4AJgy_IijjIRiMaU180OSvee_ilrIRMxthFKp4ct9odjZxGtpXmqj85qCqu4Ep-1Sab8BTB_veAMADv6ytdQ8vaesixrgoJ7C6jD-x-ul-tQ4NMZzMVNyOMJpQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.2702402,122.2980539,ChIJkccTQmV3oy0RBae1L2bQ0Vg,Kabupaten Buton,Sulawesi Tenggara
Air terjun batu karoppa,"J766+7G, Kalonding, Kec. Sampaga, Kabupaten Mamuju, Sulawesi Barat 91563, Indonesia",4.8,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEgs0veSKwKm5kcGApBBUPvrHozuYDDAwkmnZTuOsK4ilOCvplZ14SDfw_7RasOoStqp1g9nc0x0cUIH2PSLV84RGQn0Y8C9qqm9nwhGrlFmqDdafz7pOeMRVnVQnOhpX_yzdMZvfAki0CZXZg8VGSCVABxdf-FPcpT7Zwh937qe-8X9IJgbmlUQJ6DTSsmRzDe8CAgsSUb-HZl5ALlgJaw4R9vvZ02ItWYs6oqZCmUoEzX3ViXBi-EKkOrfb6rgsQeeuelR30_GYBib1uNCw882fWASHT_2smTpH5CI_ThQL2NJ8ZB-5KEODTRm4DzBpD8osehPJENFrUjcgZXZ8kaSmhK37tjqEwqKm2fTU4nHZu9KuUy44XMlzUHehAjZFrm2zmELKog7crdK3csNOlPWOi968VbJ-Ew3yRy30o&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-2.3893214,119.2613547,ChIJBRfCo5GNki0RiR1eEeVYiJA,Kabupaten Mamuju,Sulawesi Barat
Bukit Pamboang,"FWX4+66V, Bababulo, Kec. Pamboang, Kabupaten Majene, Sulawesi Barat, Indonesia",4.8,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEc_tLQ9bjwEDxTEV3OL8Rv11REwmm9RNucnep3RQvjWTq8sV3_JJurrC2Mqd0CAwBGDgH1hexjhAQpUKQFGcaLK9RKM62Fkn2U0cK1j5nidpbsXJTesrqeuXrD22eFE3-gIDngEw4hCOiuJa4itBV0XijLHVSR6U0V-om5SOAB9EjjPV0_TT-LQjvXeOsEF7aF4zR_rInzbt9-NUylIhAkTdtoA8DBt94Er6O8LiQKwXsjr-X6PLRxk3SIcAXQOMoN-I3_riIpc1vw5UTfZlVFw9PCWtdq2P22aRGqR-OZYczVnQq0Bqzu1HpGJ4ICyL0zAoz2omS_YYcc8fr8BPkZXK9F1aOEtVO2YMEtLoukd6_cfgpLc5xEBS6G77ERZE7fmRDAiqsLG-_n1tFa-0pOIXVwB2AS8um2Hrqlb3MyQIPb&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.5018774,118.905547,ChIJSavPU-G5lC0RfgtZBnyTeUQ,Kabupaten Majene,Sulawesi Barat
Air Terjun Eran Batu,"JC47+PFR, Batetangnga, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat 91312, Indonesia",4.8,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGvFRFljmV0kyj9jQOWPbR-7C1CGaGZeCfE879_fnCVvfM-HxgnH8FwyBaUUln4X0xuK3emOtdvArCDeKZbCTaj3hY8QYtycfMLOebyAMJyBmq90QXJgxle2YCVAEXMNyTOFtlC18CQV1hAXEWDxv2cZASGOGQeRkJLk5MyVTIzfbpDiAPlVWB77ugX4NU-XRkuJOt68QYIyHIDZz2slALjuT3TXfCboTV0XZVEKbpDdtxrUS0_6V0gycwf9S1oco6tSTeOWm9RxgWJaUgWGNtoCPhvOUgnceJhx6wT9KYVRXquxAs0fIfPx49HNgvnu-IJ5hK39XiI0o1wNVfSLHKebqu2aTWm204v3yKbS8CUy2XVImjC9uqXrWrKGD_0KVeFTyEGqxRlsv_gvZBsPlf3WDSWq9CkLteE4phDgseihNIT&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.3931272,119.4136298,ChIJ60FDH_eHlC0R5mXF-5syOCE,Kabupaten Polewali Mandar,Sulawesi Barat
Bonto Rea Village,"Bonto Rea, Maccini Baji, Kec. Lau, Kabupaten Maros, Sulawesi Selatan 90513, Indonesia",4.6,8,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFoSTKmqwWBkvYkDXlGmSSgT8ua1npvqIMzEfJAO0h_WTXbImJLQgZaPnS9ma1tSFDCjkdK8KbgXO4_kxyg1Qa4dg70FuT6onbcAyGNdyIwoN5h6Ucr5vHXdW7QKZgeymSLUmX6K_F_OfBrn6zPUxSELZ_GBZuW9SFk99cWzu6rGhe_spe4AjANmY8IemoTSM-Zh589AdQbv5eXeI4okDVxtZQipUCEbjzrLeKbJWLgT8ghC_jSshan3OmfLiZenDSC-sL-2VqFqiW8sBPZMbwveywLGhewVv5VkLHa3Xis19RBfxv_rzwL4WkM0KGQ8JHesUEy5kdWqcSAr1-wokoizwQWjswcy2OarSw8Qj2cvqQaXlRQrdyHfmcxZxjNh34_V4AgGi6qiHPalzmMFYPGj1uVK0YtdyEHnEhaZs4&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.9593134,119.5768432,ChIJbSKJon9Xvi0RGc7f4Sx7MkY,Kabupaten Maros,Sulawesi Selatan
Bulu Bohonglangi,"Bulu Bohonglangi, Pattuku, Kec. Bontocani, Kabupaten Bone, Sulawesi Selatan, Indonesia",4.6,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFiazA_e4IoHZ3VeRIgcGDQltl3f1rqQW4Rl1b_sG9NXuXl-lv5hfOwmLpNhkP8PSgsKVHxuZPYY38M3XbVCJuw_o1pGJa7X_PXoqWRFoHu0vFKfbm2N05pYY5NE3_QP_M5in2aMNUxbqMtH0TO3c322MA9qkSi0EaSje2qY9O2UsV3bzeQKt44MFNGJMqcoIonVphTt5KvMGu9a9lzu2Ee5pmnJYwdFJcXN_XF2RlBgsVJC99sS2WzJLMt6hMZra4C3gkKM-Hgh4q6akoWc1eecv114hBwLpBJevWCJARHL4MRxDZ28vfCHPhMrG7Ii5ylg4qigjRPZvd1uDmwejMLDRWj8OfnC_bbv6Bb-NkEWs_CiEJXT0zj06llsO12CfgOkCPZou-y4fjqfEXwb00f58ujFuqV6LzCDoZAlnvkjA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.1291667,119.9366667,ChIJdWcf2TCQvi0R1Fx-FGuPCWM,Kabupaten Bone,Sulawesi Selatan
Tugu Jam Watampone,"F86H+X4W, Jalan Jendral Ahmad Yani, Watampone",4.6,8,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHDsJDT-juCXb1b1oZbaqJCMb4YdVz4Rty2NvJMckg_-vThFopONZiUrIcyRFWkM8a8vqIyjhgOvNNso3cA-DhuoMVfwasEHtGfQsnaFzV-mhcER4yTy3PrQn0jUXuKNf3VNaVpsIRxoWwEd2p5ab_lhoUq8HXcN_6a7pUzdDkXk9XgJOzskn9SMHinS5fhjmArPX2amFxFzlotCG5sBYfBZS9ZPm6KRT3Gm52VE_BPG_l7PaKvExIflt81d9mZBaf5H6uxnc6dpuy1KvMKSJ-dVrr1McFE87R9K-KqbSjCrCPWLj7jyqm0kOOWOjDZvnhMMDd4Z_Nmuz-U9Jk-bwLzTqEujbkZ0pOxHGy7XKyiEN86oVYrAlOVJYcUJcw5rPd-dsVcDJTxudM72nikwaqrvXlx3epacrKwYcXrQsMSfvmLhorX179sswD3EmBYXher01lZ_YP-DD8E6U1cRKrKmNZ6ocr7vzt_iCzPnM1BbCUKwfXRbx7KIhKojN_HFqZh5Q9uRfA99JwgCrDcD6cHaBYDbES2V5FW8bydhslTN6AguDhG54BYTtf0dOPbckWRhTAmsFA_3cHI6DfdjjrLatjtKlSn7_kII_jK57N4rFi5XKTbBRCJN4X3brorBmp_QTSc&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.537503099999999,120.3278208,ChIJu3I9m6flvS0R4DyZpSR-vOc,Kabupaten Bone,Sulawesi Selatan
Selayar Island,"WG33+PJ8, Putabangung",4.6,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHXOSZMYOxVjbZ83IiN8bsFPOiOY9xzTgTa8V2BCUfigRpNs90H6dwwY5txTj6UjG2MEU-AbXwgHSUjAlOumUERpl1CdqjmRM5GTDo2Wlwbavrv4ZJTODoc8kAmlWy8VQewNpf3Mok7SbGyIn8Usph90uHYM4c3O3UCNTqpPtDwRoALwZk0WVBLR0p1VlzZcpIRx4Ik-XBTdSnIBcz1L7M52USy5la3ijwwujRKQ8x_c9j-5rD7dA4Y9IzjMYJ3_AyIUmPksycho9ZNuKWrATdG40kvZ28e0Xg0SZ6ytdykK1CWTWOD8xok1OwrYE4jvs0gjyK1aYl_ZAVZNy2kfVtYo3U4duYu4g2lprlra-7hzt3eH2qTEKJNJVK2_zQBfu1_vEmhLDB72yXDtE6P_6EwCo_gulvWI2xtFKiPLu_DmAZUIvkWVw0i1uHow21ZncxaAR8HAUHqoU-uwOJ6rOBFjPI1lbxZ4Uv9HIliGtHt8yXH0nuAEFGEjv9Uh0q7uk4_f1INuc3GO1s_KPlOCDp4HkUE4ugTM1Fjj9NNvwfPwRs4c0Kppy6NWRptzjhkvTFQhUFESHY3rIZKPp5RRK_nBCt0i3tgnj53oT4adnhB6N1wX0XjVNsjg54IsnWQ3NXpWQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-6.0957201,120.5040916,ChIJ_TTeDKTLuy0Ra6SgsCiRUfo,Kabupaten Kepulauan Selayar,Sulawesi Selatan
Pantai Motto,"F7VG+RM8, Motto, Kec. Lembeh Utara, Kota Bitung, Sulawesi Utara, Indonesia",4.6,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEdJUjqLZDWrGVJPIJaU3YRwc2d1Tz9jQI1hceZ3kwV34TNozoilYX789ZkRieNzNdUyg72cg4stXIfUIbwT3OgTK620uuOGtbL6au474tG3DROftEv0c5O-Ez-jEVr2HJDU32hTYIXTtBqjEv7qUuSnNs4soAfLRcYREP5VgJC8vc2yGl9L8K0ivaDfv_3Xm4Y62pczS9ha3uEajqRKupf9n5OpNIX3f34uD6s7exp5mos6kkDAoL-UcxwElNNGdokjsbRX77QROExXnqMw0BB3Thlw-9m4aAd9WWVsJR-qhTRWz9mvoIq7X_IP11cppTS5LsGK6NR2UXAhqb77OrspsNydZfHy5FkTIXypJvCieveVVbNo1H6TfIdRR3nCwZ1bPDgBMF_H-wI1PvHNouxluK_ykPaMUTumIJwqQM&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.4945318,125.2767098,ChIJJeltbZP_hjIRhchNFLJcDXw,Kota Bitung,Sulawesi Utara
Gereja Bukit Moria,"C5XG+P2W, Jl. Sh Sarundajang, Pakadoodan, Kec. Maesa, Kota Bitung, Sulawesi Utara, Indonesia",4.6,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHxyd83EhGIoGXdTwFafeu6WOun_RTDVXuQ5YpeI74n9_PzqBiELpDzwQipXDYfWey6bWURlkKz7R1i0PGlfMdq9G6geZnWvE_QgHt4TdtZhDi61eY3YZjhAd78cmXoNC0Ja863z8NTi9ceHMT8YQnDUqdzsSAF8_k20iVnWbPbaLMUZE0qbopwnak3D3EPgQ8srXF1RS3lImjfFpLBffv9DIrliDpPoZ8C30b82PbB__T8MqQGWlTrLT0ZxJ8F2oIW5mHtyztM48TYp3fCP6_m_rGWfuS7_lnc3dVNIoKLwIjcnlcOHhD81O_WL7maOUrlUqY3TuUdsOBMr-_ShOnEoXXPIY9kl6VZ6FAqKcopNAct77A_nXLhHiGkaLx7tmk-fCPQMpg0Vtui8Nvx8YV06f5ays_rpNP1kHZ9vPYFU8eQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.4493702,125.1750752,ChIJN6rGXZ8BhzIRdTJucdIhpOk,Kota Bitung,Sulawesi Utara
Gunung Potong,"Gn. Potong, Ratatotok Sel., Kec. Ratatotok, Kabupaten Minahasa Tenggara, Sulawesi Utara, Indonesia",4.6,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGM1BA_jC-5s6ISEmXo6RQqvkyTlHimEVAByuRWPVJ905xpqHdymBYiUCKZVbpq4fFVlYZ_KxZe6N-kFt7hMdaTKwQoIrJXKje8xCjshTJRO_s_-htasQyqcjPrAddSRGPXb6tA_JxRcbEEuveFxTTAfhi7Kqn9Rf7CzMixqRyo981A-e1OZjintfXsPb_usZ6w_z-pVvT12y3ZeAMFn1QCx1Feh0876JpLUYfx3YSVrWmoFSqFDBPK6hP7w1B9UpziunWnTe0_p9zWFCZ_Q8FZ_8J6sNlLXbxvRLMgeegC2xPpWbUdrQuCcpy4sVRFwNbGvWDgOj8zN5OsYHpIggZOy6PceC69s5w5hZeTQGf_RBLxVDuXi-WWCnsNdGwnifsCyf-dDGHRRGBbwHsebCRG35JQGSjlpJUazc8V2Vw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.8819444,124.6875,ChIJC4Wn2x2wgDIR2v5Z8YWSvXY,Kabupaten Minahasa Tenggara,Sulawesi Utara
Bukit Sofa,"4VWV+569, Tondo, Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94119, Indonesia",4.6,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE3HR4sC_g8TcNp6YvYO5UR7g6eul3QY3yMEKQJ_9Ely8LAHDRcxXS4gCPICfTldkDI5bsf40Ce4zybuA3kKQlSb_7Liqbyk2TNLKJS9wkpfQAa2RB3bMWwrDeNdnZLr0cDjdFzrqVlPFhiaxPUCAkTiR4uuFULquWIBczP7MRLKOsYU6Iysdo6WFJSpKsq54r78pMhzyZ0adVYR6e5R8Sgz0JMygaZ8ifJ6PF3BaxR9-Tllgv-2riR3760ynDLCs4jhQ4hysV9rs_G9bt1k6EXrbjVNoeiSrTVbD2O8Rhykw9hGqvWiaDsOMuDuGmhUfpBn_zyqEcG8hVkBgSg_yOtJ7_EbeiuhDtfAJtSPJ38u58dZUkGo90pLPp2n6C2Tl0c7fC1NIsQejmjExf03r2QERLZNqypMNpl73hAhgrtE80&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.8545969000000001,119.8931216,ChIJERIhBNXviy0RbJNhlbh6lG8,Kota Palu,Sulawesi Tengah
Wisata Tebing Livutona,"7MW9+4QV, Towale, Kabupaten Donggala",4.6,8,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGVY1dr5juI5kJ0y8ErnzqyDf_i9x0nkMFgdj2x48-kw1EjygLodXmjaD5XXwnlCXwtRgHyzktqTtpKiFQHNh32Uq9qtIBax6Q7-qUDNZtUJAXYQjZDC34Et-W7gnqIxC25WvGNzE1tLBPLLFAGWrA3F-QAR6G6v6ii7sp0tQMXWJtVApWU16tmW_KN-tAHaoprNU6V3qjCw2YJ08TkANGJ8iUM_IBafva6bWrPXt00e7gQu7fDbesxZNPJsPpsZLk7giCegCrLs5jzokzkHhVyfoUGI5oxbSQH8mq0GnbPrjEf5C7YjKyLF9-8AZV-uVl-IO_N5LFhMBTxOMjY7H9c7s5KzHkkOEzUTNZ5dgTWdKUlNrSWvZ74F3eDpmcGRThDDOmKDlyi8_o-TUQ5DLJqChd6AOSMIYcKGzaV6SKF0auO882NPbzuo_Aj-cZCh9eL914ToRTvSdxYfhuicPS6dc0Er5lgT95RYqVEaZQ1pZkgonKXCUWHlpuWXHpnhqzRUd6B_yTAGFPgQu5kr2sjmThb0usDovKQH7JK7cDgOp8CccTFAHgbN117_fmxvpylSrIg2u7Caw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.7046287,119.669422,ChIJrfVF7iy7iy0RcEZDPTYxMu8,Kabupaten Donggala,Sulawesi Tengah
Gunung Tambusisi,"Gunung Tambusisi, Matube, North Bungku, North Morowali Regency, Central Sulawesi, Indonesia",4.6,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEJNVo7JyOGOX-gj5dJdHRfcxc4LjQ9oUFDp2-_t4AJ8tbupuJIUgG-oD6altmoawAMZU7R3lqhgHm6qQKjkQQTrW8Sk_Ftx5fm8nzJXO71AkYD-4AUW9lm30DUs679IA1jl3bKSoEo2eM8lsOyAfB2_jdeyDqUjyJzqVHLjFMqsdtpWHI9u2UAPy_N30h-JaP0XdRBV7i0Xe9LLdV9pSIZwNo4Wwn3RwQ8QAFrPqTEbhQdxKTfwHLxc6dpxVWSmWJsYP3lM6CItrfGwv-04JmE8ADQeOU2F7YZakFqrnBQcxu1tQjPb3LQbbSCgfqoOODmb7zXbGMknXDIZEog57bS2FxvoEInRnSdAMall8m34ONTEoNRKxBDgTYroeGPunZ_LrztmeVqWvEIEsJR5C7kRCcaTocE_NaeEBJ9x6YqqEBLMwoXsEcUlrw3QA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.6333333,121.3833333,ChIJ3dA8ZYmbjy0RkRbdYBKPoro,Kabupaten Morowali,Sulawesi Tengah
Pasir Timbul,"CFGC+6WG, Laut Banda RW.11, Cipulir",4.6,8,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHgRjkRgcYlObekfysQVNDNrLinuIKGb1jj_m19XNgB3IPGcphKkvJu1ozDtDo0ahhRW7BVkrXU-bncHH3x3tRU_AQdQZ2W0-hoL_kyB3iddFFF8BIc3KelNh9IOJYOza9MOG2VU29TgP3KgkQzQlozVOrhskBJ-r7QRL56tMtXVYMGORKi2YXi-_9rUY-rFf-WhTCQwnkjGjzuaPPPMDFF_xhJpCcaQqvH82qA93-zhTcC58LXtc8a60HSLFsLPqt0yH1yC29cXaijEFbeH8ATj2Ivxiy_E5WcJClxz1P_s498t2dDjsxGBs3Df6C8YT3HbUsE6FI-rws0t9qWsqJQrm6DbHL0hsKUyZ7Dg0ELJOesnliCti6sxDUjGIngFhPtrU2jQNb4B2nNZuNnLiXAy0QM625jrRAMEYbJK0wIv0qst-_7kJvRSMYp8wM0axOa4mxWVPbqxF3drfrXwIbQhw_PHs0OeWXziofmJwZ_8nzLx9RvCWZmuiausTJnG35tdPv52hZBgbjjO82L4bXOt2s8GdJeJZfQSjrqUPzwdQv9IZnd5S7a8s48RNR6MW6vkXQNs-Wlqg9iL6HgnrP8LjC6QQmmASmV70bx9nYSx6G0zzMnVGnHUgb-KOZLtj527w&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.574445,123.472335,ChIJiS5Ljw0Lgy0RNpd3JEnqklU,Kabupaten Buton,Sulawesi Tenggara
Kampung Pelangi Tolitoli,"3R25+QJ2, Sidoarjo",4.6,8,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHoh-KrnxlC5Fgb3kO1jX16HlMQye2ZQNX1Z4JesZR1XxRbKfAoXadyk-0Y-XjKfHvH_yg1TiuLEmEDfv6fw_sIy_IAZPoIPmuCbAumbqzc1HKvf45Hrnz9_-wd5yMFNlblb9MaMn3J_KZyr9EIOQgPUxNyh09BGKgMTnd2jt8AmZA_9X4eKVO8vfDjwy7lroIpXT1ooVQ55QLapQDKrpltuaOtEF3z4TFVPip-WPpg3CFvvFz0pOIWADepW_jSjk9bvZOoZVS5shpaCJe3SEnsGZtl6S7tUhtLgif0AdT0zQq5pPNh2jJqoOhtYCiSoRHJKuJd_5kjgBTyvE9IQGc8YVZmiIq2IaqPCve0WI9Fx_oIX1y-Qqt8w_o5xiQf2SgBQGkAQBmtXWqZVz_NBYNYgSod7SOVLzMV3Q5PTQ87zaq7f5N5YQwhCeGccq6ZAk00c_8y53qw50WZ8QfLgZk6ej3mhUuSUpkyJIb9ptdbO8EYEAZekVKWDKi-w9SLy6jQmF5i_yZQUbvr_gFpeN0xwcjQjlyNjB4nzX8X8ilXmf2OU2D9HHbBO5Mm-lBOgnR3w5or_dd7zPkALfr59K0cY_wgEcd_m4Z0uYaFBtaEckX_zFkfpy9tC7lLN-2R9bbYmI0vKOjyZPI-pcfI-Q&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.0518939,120.8090306,ChIJYbjv1VMrcTIRlAelHrYLpes,Kabupaten Toli-Toli,Sulawesi Tengah
PANTAI HUTAKALO,"Jl. Buol - Gorontalo, Bulontio Tim., Kec. Sumalata, Kabupaten Gorontalo Utara, Gorontalo 96254, Indonesia",4.6,8,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFg0tZPY1i9QYMGQuSK0iUXI0HcqrjA_Xd8NpnwzNw_SKO0oKMloa14NBweLbr7xoahpALmGS1qbLYcSH0ebmADC3DgNYrj3opPIMc9cX5yPByCK4FDPB_Q-W8oK10apOFphF2s4jzuxUg2Iw_sR8RJxX3o0wdeyWImiISefmriT6p5vfV8V3hQ08PVdVldWMw-N6C8K9xLEoQbL0HP4MGhqjiyU7tr0x4FVsqheVBioYl28-8oI14mV1eektPekHsO8cTrPA_7RWaOZYn17lfcrNAOxtwVZKGTjEBRBZJq6N4CuuaSTi19_tonDvvlErAixd4SqlYb3nx8I0Z8y_e2oSVimk78rIy5p_Hn0h9clCZXsuWXwUqCuSvEk03szBmvJxJZQ2iJaRnPejQQH1CVD5_ZoZzIDSv9YjGspQORdQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.994102,122.435868,ChIJJ08qgH1_eTIRzWsgjzGyztw,Kabupaten Gorontalo Utara,Gorontalo
