place_id,nama_wisata,alamat,lat,long,kabupaten,provinsi
ChIJP-yJqsBthzIRCXaF8grJeMw,Gunung Lokon,"Gn. Lokon, Kayawu, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara, Indonesia",1.3548736,124.7954988,Kota Tomohon,Sulawesi Utara
ChIJ_9Zobraxvi0R4yVjfY6Zyew,Wisata Hutan Pinus Rombeng,"lokasia desa, Bonto Lojong, Kec. Uluere, Kabupaten Bantaeng, Sulawesi Selatan 92451, Indonesia",-5.4303314,119.9264524,Kabupaten Bantaeng,Sulawesi Selatan
ChIJsZNJvBz1ly0RV3nQTkHPHf0,Pantai Ria Kolaka Cocoa City,"WHWP+2XG, Sea, Kec. Latambaga, Kabupaten Kolaka, Sulawesi Tenggara, Indonesia",-4.0549492,121.5874653,Kabupaten Kolaka,Sulawesi Tenggara
ChIJRyEKywpthzIR4ndwwampSUA,Taman Wisata Mahoni,"Unnamed Road, 9R25+879, Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara, Indonesia",1.3507885,124.8082223,Kota Tomohon,Sulawesi Utara
ChIJk4hRContmC0RWl9D68eMkr4,Puncak Amarilis Kota Kendari,"3G5R+C4R Bar, Watu-Watu, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara 93121, Indonesia",-3.9413873,122.5402563,Kota Kendari,Sulawesi Tenggara
ChIJ3ShapILhvi0ReiF2kmWHdzA,SAUNG REWAKO,"Jenetallasa, Kabupaten Gowa",-5.2229246,119.4394494,Kota Makassar,Sulawesi Selatan
ChIJI9zR7aE9mC0R0RtJ5MHDOzY,PUNCAK SOROMBIPI,"2V25+R8W, Lalingato, Kec. Tirawuta, Kabupaten Kolaka, Sulawesi Tenggara 93572, Indonesia",-3.9978973,121.8583382,Kabupaten Kolaka,Sulawesi Tenggara
ChIJUZavmTnnjy0RLGEq5hW9pw8,Tanggul Reklamasi Kolonodale,"Lrg. Kamboja, Kabupaten Morowali Utara, Sulawesi Tengah 94971, Indonesia",-1.9846244,121.3417971,Kabupaten Morowali Utara,Sulawesi Tengah
ChIJeVLhXOeRlS0Rbxbdblnp-Ps,Lasonrai Beach,"Ujunge, Batupute, Kec. Soppeng Riaja, Kabupaten Barru, Sulawesi Selatan, Indonesia",-4.2198025,119.609939,Kabupaten Barru,Sulawesi Selatan
ChIJiY4uCd9MlC0R2ZHyhrQMJ_k,Monumen Lasinrang,"5MR2+PQC, Macorawalie, Kec. Watang Sawitto, Kabupaten Pinrang, Sulawesi Selatan 91212, Indonesia",-3.8081879,119.6518763,Kabupaten Pinrang,Sulawesi Selatan
ChIJb9UVtW-qhS0ROx4tKaurh0o,Pantai Pandan Wangi,"Pantai Pandan Wangi, Unnamed Road, Kabupaten Banggai, Sulawesi Tengah 94765, Indonesia",-1.53923,122.296677,Kabupaten Banggai,Sulawesi Tengah
ChIJE7UuTpCzhzIRXC1IK1RpO_o,Pulisan Beach,"Pulisan Beach, Pulisan, Likupang Timur, North Minahasa Regency, North Sulawesi, Indonesia",1.680264,125.1576169,Kabupaten Minahasa Utara,Sulawesi Utara
ChIJUZRGdEufhzIRUSVrGZ23OYQ,Gunung Tumpa,"Gunung Tumpa, Wori, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",1.5658333,124.8447222,Kota Manado,Sulawesi Utara
ChIJYT0VVB5HhzIR_IiVK29eHzc,RANOLEWO,"5R8C+H7G, Toraget, Kec. Langowan Utara, Kabupaten Minahasa, Sulawesi Utara, Indonesia",1.1664456,124.8206902,Kabupaten Minahasa,Sulawesi Utara
ChIJIZKijpu_iy0RZsezFlUbky0,Air Terjun Loli Tasiburi,"6QVF+296, Loli Tasiburi, Kec. Banawa, Kabupaten Donggala, Sulawesi Tengah 94351, Indonesia",-0.7574702999999999,119.7734028,Kabupaten Donggala,Sulawesi Tengah
ChIJE2GzzQH_vi0R_8eMU6b7TYs,Pantai Kuri Maros,"XFC9+F2C, Jl. Kuri Pattene, Nisombalia, Kec. Marusu, Kabupaten Maros, Sulawesi Selatan 90552, Indonesia",-5.0288075,119.4675086,Kabupaten Gowa,Sulawesi Selatan
ChIJ9W47UJ7ivi0RkqsiupvLT4E,PPLH Puntondo,"Kecamatan, Dusun Puntondo, Laikang, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 90132, Indonesia",-5.5880373,119.4867796,Kabupaten Takalar,Sulawesi Selatan
ChIJY2SoNpAdvy0RrGmOTW5sGRM,Baruga Somba Opu,"RC54+F3G, Benteng Somba Opu, Kec. Barombong, Kabupaten Gowa, Sulawesi Selatan 90224, Indonesia",-5.1913033,119.4051932,Kota Makassar,Sulawesi Selatan
ChIJQciY2ys3oS0RMq3AUgkwZLE,Pantai Wambuliga,"PGHC+48H, Sombu, Wangi-Wangi Sel., Kabupaten Wakatobi, Sulawesi Tenggara 93791, Indonesia",-5.2721852,123.5208487,Kabupaten Wakatobi,Sulawesi Tenggara
ChIJl1JQDLXZki0RMvXpbEKujNE,Rumah Adat Mamuju,"8VFM+FQ2, Rimuku, Kec. Mamuju, Kabupaten Mamuju, Sulawesi Barat 91511, Indonesia",-2.676374,118.8843937,Kabupaten Mamuju,Sulawesi Barat
ChIJXx-GzU2UlC0Rt7tYH-D4eFc,Pantai palippis,"F3QX+Q25, Bala, Kec. Balanipa, Kabupaten Polewali Mandar, Sulawesi Barat 91353, Indonesia",-3.5106073,119.0976082,Kabupaten Polewali Mandar,Sulawesi Barat
ChIJu8MGTP3Fvi0Rh-gPvi5C_3g,Hutan Pinus RITA MALOMPOA BISSOLORO,"Unnamed Road, Bissoloro, Kec. Bungaya, Kabupaten Gowa, Sulawesi Selatan 92176, Indonesia",-5.3654768,119.6487265,Kabupaten Takalar,Sulawesi Selatan
ChIJm3u96oK9vi0RgYxUgEljiAA,Lembah Lohe,"MWFH+7PX, Lembah Loe, Kec. Parigi, Kabupaten Gowa, Sulawesi Selatan 92171, Indonesia",-5.326758300000001,119.9293535,Kabupaten Gowa,Sulawesi Selatan
ChIJ8foqbIuHoy0RDbkzINBv72E,Pantai Katembe,"Madongka, Kec. Lakudo, Kabupaten Buton, Sulawesi Tenggara 93763, Indonesia",-5.406317700000001,122.5127077,Kabupaten Buton Selatan,Sulawesi Tenggara
ChIJA1DymEUvcTIRDeOqk9cPANA,Pantai Sabang Toli toli,"Pantai Sabang Toli toli, Sabang, Galang, Toli-Toli Regency, Central Sulawesi 94561, Indonesia",1.1629692,120.7911255,Kabupaten Buol,Sulawesi Tengah
ChIJiZ0agF0imC0ReWlV8kZtIM4,Taman Rekreasi Puncak Mowewe,"Jl. Poros Kolaka - Kendari No.Km. 30, Horodopi, Mowewe, Kabupaten Kolaka Timur, Sulawesi Tenggara 93561, Indonesia",-4.004827,121.7566339,Kabupaten Kolaka,Sulawesi Tenggara
ChIJYxLoFViOlC0RmtBojuZrwHA,Mampie,"G7WJ+83F, Galeso, Kec. Wonomulyo, Kabupaten Polewali Mandar, Sulawesi Barat 91352, Indonesia",-3.4541754,119.2801668,Kabupaten Polewali Mandar,Sulawesi Barat
ChIJ9S8U2SyMmi0RuLaQYRlYGao,Air Terjun Vera,"FWC6+C2G, Ipi, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94973, Indonesia",-2.528939,121.9100841,Kabupaten Morowali,Sulawesi Tengah
ChIJqeLUv5rJoy0R3BIvboK7gpE,Danau Napabale,"Lohia, Kec. Lohia, Kabupaten Muna, Sulawesi Tenggara 93658, Indonesia",-4.9047766,122.7532569,Kabupaten Buton Tengah,Sulawesi Tenggara
ChIJd4Gko-8rjTIRvN-08BVkbX4,Monumen Tuhan Yesus Raja Memberkati,"2M4M+332, Kec. Melonguane, Kabupaten Kepulauan Talaud, Sulawesi Utara, Indonesia",4.0051385,126.6826417,Kabupaten Kepulauan Talaud,Sulawesi Utara
ChIJ06Yrls7uiy0RSZ5CzmR9Few,Wisata Tugu Perdamaian,"Tim.,, 4WV6+HQC, Tondo, Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94119, Indonesia",-0.8560692000000001,119.9119051,Kota Palu,Sulawesi Tengah
ChIJN8hBIkiGjC0RxXIYC0KiiVg,Pantai Pasangkayu Mamuju Utara,"Pantai Pasangkayu Mamuju Utara, Pasangkayu, West Sulawesi 91574, Indonesia",-1.1736181,119.3614259,Kabupaten Pasangkayu,Sulawesi Barat
ChIJB0NXVf2jhi0RSXeMcrPpaMc,Teluk Lalong,"Soho, Unnamed Rd, Karaton",-0.9544334,122.7952555,Kabupaten Banggai Laut,Sulawesi Tengah
ChIJvVMaCAeIlS0R28QvQ9GcDyI,Taman Wisata Bola Pitue,"Unnamed Road, Mangempang, Kec. Barru, Kabupaten Barru, Sulawesi Selatan 90712, Indonesia",-4.395300199999999,119.6056649,Kabupaten Barru,Sulawesi Selatan
ChIJQygAy7lglC0RCdC2gj25mfo,Pantai Salopi,"Salopi, Desa, Binanga Karaeng, Kec. Lembang, Kabupaten Pinrang, Sulawesi Selatan 91254, Indonesia",-3.5226087,119.4939126,Kabupaten Polewali Mandar,Sulawesi Barat
ChIJrRBZ7Cg2ui0R__c8u-T_t7s,Pantai Punagaan,"QGHG+JPW, Patilereng, Bontosikuyu, Kab. Kepulauan Selayar, Sulawesi Selatan 92855, Indonesia",-6.2208863,120.5268337,Kabupaten Kepulauan Selayar,Sulawesi Selatan
ChIJke4F42czoS0RfpCcVO4EfUc,Wakatobi Dive Adventure,"Jl. Waopu Jenggo, Mandati II, Wangi-Wangi Sel., Kabupaten Wakatobi, Sulawesi Tenggara 93795, Indonesia",-5.3291762,123.5390889,Kabupaten Wakatobi,Sulawesi Tenggara
ChIJk_f4bZW5iy0R2qqVZZ99qmI,Pantai Boneoge,"Pantai Boneoge, Boneoge, Kec. Banawa, Kabupaten Donggala, Sulawesi Tengah 94351, Indonesia",-0.6722722999999999,119.7183182,Kabupaten Donggala,Sulawesi Tengah
ChIJq0K4IDMOhC0RqDuvV9F2sAY,Pantai Poganda,"Dusun Poganda, Luk Panenteng, Kec. Bulagi Utara, Kabupaten Banggai Kepulauan, Sulawesi Tengah, Indonesia",-1.1802152,122.9128551,Kabupaten Banggai Laut,Sulawesi Tengah
ChIJV1JYGV2vlS0RNCencJT20_o,Lawere Beach Bonging Ponging,"3HC5+32C, Lotang Salo, Kabupaten Pinrang",-3.9298165,119.5575118,Kabupaten Pinrang,Sulawesi Selatan
ChIJwUgUC8k9hzIRyZgIxviNyew,Pantai INDO BEACH LALUMPE,"Lalumpe, Kecamatan Kombi, Kabupaten Minahasa, Sulawesi Utara, Indonesia",1.1940803,125.0375173,Kabupaten Minahasa,Sulawesi Utara
ChIJ3-maY5Hpky0RGWcTAoGORHw,Buntu Pune,"Ba'tan, Kec. Kesu, Kabupaten Toraja Utara, Sulawesi Selatan 91834, Indonesia",-2.9874952,119.8969243,Kabupaten Tana Toraja,Sulawesi Selatan
ChIJSTnmoJeRkS0RBBCNLLUw2DM,Pemandian Air Panas Pincara,"Unnamed Road No.92917, Pincara, Kec. Masamba, Kabupaten Luwu Utara, Sulawesi Selatan 92917, Indonesia",-2.4811074,120.3764422,Kabupaten Luwu Utara,Sulawesi Selatan
ChIJB9G2Txc9vi0RNsybO8RUefU,Padang Indah Allepperengnge,"CP9R+XMM, Bacu-Bacu, Kec. Pujananting, Kabupaten Barru, Sulawesi Selatan 90762, Indonesia",-4.5800375,119.7416719,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan
ChIJZSNjpvfElS0R8MRhbtb5ZQo,Masjid Besar DARUSSALAM Belawa,"Jalan Masjid Menge Belawa, XWXJ+345, Lepangeng, Wajo, Kabupaten Wajo, Sulawesi Selatan 90953, Indonesia",-4.0023734,119.9303661,Kabupaten Sidenreng Rappang,Sulawesi Selatan
ChIJ153bVe_Bky0RzeiYgHK-NLo,"BUKIT NATO,Lolai negri diatas awan","Lolai, Kec. Kapala Pitu, Kabupaten Toraja Utara, Sulawesi Selatan 91862, Indonesia",-2.958338,119.8639723,Kabupaten Tana Toraja,Sulawesi Selatan
ChIJ9UGlTcs1eDIRuoVIE3xM7_o,Tugu Panua,"FW5X+G22, Jl. Diponegoro, Pohuwato, Kec. Marisa, Gorontalo, 96265, Indonesia",0.4587728999999999,121.947528,Kabupaten Pohuwato,Gorontalo
ChIJ_yy62RrWvi0RFrphUH-XA9s,Pantai Cinta,"Pantai Cinta, Topejawa, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 92261, Indonesia",-5.502317199999999,119.4268759,Kabupaten Takalar,Sulawesi Selatan
ChIJ1ehvWTU0eDIRE3cy0D_Wt_I,Masjid Agung Baiturrahim Pohuwato,"Kompleks Blok Plane Perkantoran Pohuwato, FW6W+JFH, Palopo, Kec. Marisa, Kabupaten Pohuwato, Gorontalo 96265, Indonesia",0.4615720999999999,121.9462393,Kabupaten Pohuwato,Gorontalo
ChIJTa2jUGwOhzIRdY2kulpuxSg,Taman Purbakala Waruga,"Sawangan, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",1.3925883,124.9635806,Kabupaten Minahasa,Sulawesi Utara
ChIJE8b7vtH1uy0RLZ_CvQWXhgY,Kasuso,"Kasuso, pantai kasuso, Darubiah, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia",-5.5610113,120.4456342,Kabupaten Bulukumba,Sulawesi Selatan
ChIJ7VUowJjymC0RlLYtb86AmrI,Taman Bakau Kendari,"2GJJ+23G, Lahundape, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara 93121, Indonesia",-3.9699403,122.5302135,Kota Kendari,Sulawesi Tenggara
ChIJn496pPT_hjIRMgYIxlzVm3Y,Kasawari Beach,"F6VP+38W, Unnamed Rd, Makawidey, Kota Bitung, Sulawesi Utara, Indonesia",1.4927429,125.2358288,Kota Bitung,Sulawesi Utara
ChIJc46yEYcrfzIROU_DJMrFSHA,Pantai Wisata Molotabu,"C4RJ+JHX, Molotabu, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo, Indonesia",0.4416156,123.1314746,Kabupaten Bone Bolango,Gorontalo
ChIJOVjX7TNrhzIRUUXSjtu5jYE,Cartens Hills Wawo,"Matani Dua, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara, Indonesia",1.2953215,124.8557702,Kota Tomohon,Sulawesi Utara
ChIJp8zN715PvS0RpzJNzNKSfAA,Pantai Kalomang,"GG93+M64, Watubangga, Kec. Watubangga, Kabupaten Kolaka, Sulawesi Tenggara 93563, Indonesia",-4.4808644,121.5030639,Kabupaten Kolaka,Sulawesi Tenggara
ChIJO7rwPN13lC0R79rlWAcdJoI,Tebing Romantis Ollon,"Ollon, Bau, Kec. Bonggakaradeng, Kabupaten Tana Toraja, Sulawesi Selatan 91872, Indonesia",-3.2533949,119.6873717,Kabupaten Enrekang,Sulawesi Selatan
ChIJKX5YpylEhzIRfM1bkJx8cHg,Watu Pinawetengan,"Pinabetengan Utara, Kec. Tompaso Barat, Kabupaten Minahasa, Sulawesi Utara 95693, Indonesia",1.1592527,124.7712251,Kabupaten Minahasa,Sulawesi Utara
ChIJJ48zfZRthzIRFWiRhXe_g_0,Kawah Gunung Lokon,"9Q7X+HJR, Agotey, Kec. Mandolang, Kabupaten Minahasa, Sulawesi Utara, Indonesia",1.363995,124.799021,Kota Tomohon,Sulawesi Utara
ChIJvZ6AYmAKhzIRS4199VCwiWI,Monumen Patung Ir. Soekarno,"FWP5+QPP, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",1.4869607,124.9093144,Kota Manado,Sulawesi Utara
ChIJs0Rxi7AzeTIR9DmP3e-DFf8,Wisata Sungai Longalo Botu Motoli'oluwo,"Longalo, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181, Indonesia",0.6722463,123.0753918,Kabupaten Bone Bolango,Gorontalo
ChIJf-l-lBjZki0Rf0uDh_J7BDI,PANTAI MANAKARRA,"8VHQ+HM5, Kec. Mamuju, Kabupaten Mamuju, Sulawesi Barat, Indonesia",-2.6711153,118.8892481,Kabupaten Mamuju,Sulawesi Barat
ChIJ_zZ2r-zzuy0RTSW-t6hTr-s,Pantai Parangluhu Bira,"CF36+5MM, Jalan, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia",-5.5970496,120.46166,Kabupaten Bulukumba,Sulawesi Selatan
ChIJYzOQZ6sjhzIRIvPrIHNbdPQ,Tuturuga Beach,"Ranowangko II, Kecamatan Kombi, Kabupaten Minahasa, Sulawesi Utara, Indonesia",1.2151318,125.0450165,Kabupaten Minahasa,Sulawesi Utara
ChIJaU9_y7LsmC0RpF3S5rz2hkk,Tracking Mangrove Bungkutoko,"2J68+249, Bungkutoko",-3.9899552,122.6153605,Kota Kendari,Sulawesi Tenggara
ChIJ92zUH7BthzIRjxizdOGp3pM,"Kolam Renang Air Panas ""Zanoleos""","Woloan Satu, Utara, Kota Tomohon, Sulawesi Utara 95423, Indonesia",1.3262272,124.8132602,Kota Tomohon,Sulawesi Utara
ChIJ_yytwRMBli0RfC6MND1wFoc,Gua Mampu,"M6FF+8FV, Unnamed Rd, Cabbeng, Kec. Dua Boccoe, Kabupaten Bone, Sulawesi Selatan 92753, Indonesia",-4.3266401,120.2236844,Kabupaten Bone,Sulawesi Selatan
ChIJ2ejXEZFnkC0RKdpeUk4NHHg,Air Terjun Kali Dingin,"Tabarano, Kec. Wasuponda, Kabupaten Luwu Timur, Sulawesi Selatan 92983, Indonesia",-2.5711317,121.293346,Kabupaten Luwu Timur,Sulawesi Selatan
ChIJ11wr4cKKoy0RuMN6A-ERass,Taman Air Kelapa Gading,"JMGX+P6R, Waliabuku, Kec. Bungi, Kota Bau-Bau, Sulawesi Tenggara 93758, Indonesia",-5.373141599999999,122.6980122,Kabupaten Buton Selatan,Sulawesi Tenggara
ChIJpRlmJ4NmlC0R_c0lk8_d70w,Air Terjun Karawa,"Betteng, Kec. Lembang, Kabupaten Pinrang, Sulawesi Selatan 91254, Indonesia",-3.4722148,119.5572829,Kabupaten Polewali Mandar,Sulawesi Barat
ChIJ84GMUwdphzIRDk7N3MEvQFc,Air Terjun Desa Tincep (Tekaan Rangka Kengkang),"7PJP+P6V, Tincep, Kec. Sonder, Kabupaten Minahasa, Sulawesi Utara, Indonesia",1.2818609,124.7355526,Kabupaten Minahasa,Sulawesi Utara
ChIJB5ore1UVpC0Rwa1knPg3OT8,"Pantai Bahari, Buton Selatan","Pantai Bahari, Buton Selatan, Unnamed Rd, Bahari, Kec. Sampolawa, Kabupaten Buton, Sulawesi Tenggara 93753, Indonesia",-5.6856642,122.7202688,Kabupaten Buton,Sulawesi Tenggara
ChIJrXCLAUh0pC0RFXWpFu7gspc,Air Terjun Tirta Rimba,"HM32+C58, Kadolomoko, Kec. Kokalukuna, Kota Bau-Bau, Sulawesi Tenggara 93719, Indonesia",-5.446460999999999,122.6504489,Kabupaten Buton Selatan,Sulawesi Tenggara
ChIJK9a7ATG0vi0RkDh3J5pHqTI,Bukit Bossolo,"FRXV+GFQ, Bontomanai, Kec. Rumbia, Kabupaten Jeneponto, Sulawesi Selatan 92371, Indonesia",-5.501161799999999,119.8437357,Kabupaten Bantaeng,Sulawesi Selatan
ChIJP8AJdqJ2hzIRL1nQk-qiP5c,Pantai Indah Kalasey,"FQ59+382, Jl. Tanahwangko, Kalasey Satu, Kec. Mandolang, Kabupaten Minahasa, Sulawesi Utara 95000, Indonesia",1.4576317,124.7682625,Kota Manado,Sulawesi Utara
ChIJgwlKdOeIlC0RU7Wa8pbjYzA,Taman Bambu Runcing,"Mammi, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat 91311, Indonesia",-3.435211,119.3494448,Kabupaten Polewali Mandar,Sulawesi Barat
ChIJBzKD_ESwvi0RALTfSlLRx0g,Muntea Camping Ground,"HW7R+QMV, Bonto Tangnga, Kec. Uluere, Kabupaten Bantaeng, Sulawesi Selatan 92451, Indonesia",-5.4355135,119.9416662,Kabupaten Bantaeng,Sulawesi Selatan
ChIJe5pZgGK_lC0RF8VvLv7gAQE,Pantai Munu,"Jl. Lettu M. Yamin, Lingk. Leppe, Baurung, Kec. Banggae Tim., Kabupaten Majene, Sulawesi Barat 91412, Indonesia",-3.557457,118.9825554,Kabupaten Majene,Sulawesi Barat
ChIJp6A3xvrpky0RKQivnJG6CI4,Tugu Salib Buntu Singki,"Buntu Singki, 2VGR+QX6, Mentirotiku, Kec. Rantepao, Kabupaten Toraja Utara, Sulawesi Selatan 91833, Indonesia",-2.9730982,119.8923877,Kabupaten Tana Toraja,Sulawesi Selatan
ChIJXWIu8jMKjC0Rzc_tQHH9n88,Permandian Air Panas Mantikole,"WV97+GV9, Balomoa, Kec. Dolo Bar., Kabupaten Sigi, Sulawesi Tengah 94362, Indonesia",-1.0812023,119.8647321,Kabupaten Pasangkayu,Sulawesi Barat
ChIJnUEkijhFji0RbkTf9T34mIU,Wisata Pinus Panorama Tentena,"Tentena, Pamona Pusalemba, Kabupaten Poso, Sulawesi Tengah 94663, Indonesia",-1.748783,120.6593366,Kabupaten Poso,Sulawesi Tengah
ChIJyR83oYcEhzIRtumV0oJ-TK8,Pantai Tanjung Merah,"Pantai Tanjung Merah, Tanjung Merah, Matuari, Bitung City, North Sulawesi, Indonesia",1.4016946,125.1183839,Kota Bitung,Sulawesi Utara
ChIJSRpgJaeJlC0R2In2Xqg9jik,Wisata Alam Kalibiru Kanang,"HCP3+4G5, Jl. Mangondang, Batetangnga, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat 91312, Indonesia",-3.4147318,119.4038471,Kabupaten Polewali Mandar,Sulawesi Barat
ChIJc28xhXBPhzIR_jsRpBy8FPM,Dungusan Soputan,"Dungusan Soputan, Noongan Tiga, Kec. Langowan Bar., Kabupaten Minahasa, Sulawesi Utara, Indonesia",1.1144444,124.7375,Kabupaten Minahasa,Sulawesi Utara
ChIJNRLYsIvhky0R_QxO2aVxElo,Wisata Air Terjun Latuppa,"Jl. Andi Ahmad, Murante, Kec. Mungkajang, Kota Palopo, Sulawesi Selatan, Indonesia",-3.0276609,120.1282222,Kabupaten Toraja Utara,Sulawesi Selatan
ChIJ43MyKnsChzIRxGw4chQOB5A,Patung Yesus Penebus,"C643+WMV, Dorbolaang, Lembeh Sel., Kota Bitung, Sulawesi Utara, Indonesia",1.4073597,125.204168,Kota Bitung,Sulawesi Utara
ChIJgSsW9Esdvy0RxTZhNpk5a2c,Taman Maccini Sombala,"Maccini Sombala, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90224, Indonesia",-5.1672293,119.4039614,Kota Makassar,Sulawesi Selatan
ChIJt2j4udklvi0R6-k_8t5AO6k,Bukit Maddo,"GJFP+GJJ Maddo, Tellumpanua, Kec. Tanete Rilau, Kabupaten Barru, Sulawesi Selatan 90761, Indonesia",-4.4761733,119.6365193,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan
ChIJwRZeWIvzuy0R98pCze3MlAc,Puncak Pua' Janggo',"Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia",-5.608307099999999,120.4602636,Kabupaten Bulukumba,Sulawesi Selatan
ChIJbczmG9UIvi0RfPcPvgghAhg,Permandian Kolam Toddang Jompi'e,"C3Q9+M8X, Liliriawang, Kec. Bengo, Kabupaten Bone, Sulawesi Selatan 92763, Indonesia",-4.5607615,120.0683526,Kabupaten Bone,Sulawesi Selatan
ChIJewyKUtwqeTIRemoU9rPPJIM,Monumen Nani Wartabone,"G3J5+5P5, Tenda, Kec. Hulonthalangi, Kabupaten Gorontalo, Gorontalo 96133, Indonesia",0.5303939,123.059356,Kota Gorontalo,Gorontalo
ChIJcZaSArUBhzIRQnLE5ymSUKs,Kolam Renang Alami Water Blessing danowudu,"Danowudu, Kec. Ranowulu, Kota Bitung, Sulawesi Utara 95533, Indonesia",1.4741581,125.128796,Kota Bitung,Sulawesi Utara
ChIJ9ZS8iZiZhzIRrImrt0Uppp8,Mangrove Park Bahowo,"Unnamed Road, HRJ9+9QC, Tongkeina, Kec. Bunaken, Kota Manado, Sulawesi Utara, Indonesia",1.5809465,124.8194031,Kota Manado,Sulawesi Utara
ChIJXZzRgFt1hzIR2J9PIRNA0Ok,Pohon Kasih,"Jl. Novena, Indonesia",1.4852517,124.8309889,Kota Manado,Sulawesi Utara
ChIJtf0y_6g7hzIRQrNbAeT06iA,Kabesaran Beach,"Jalan Raya Kapataran, Tulap, Kecamatan Kombi, Kabupaten Minahasa, Sulawesi Utara, Indonesia",1.177464,125.0329944,Kabupaten Minahasa,Sulawesi Utara
ChIJ1XzED5Xziy0R7SmD2q5lbBk,Bendungan Misterius,"3R4J+C76, Balane, Kec. Kinovaro, Kabupaten Sigi, Sulawesi Tengah, Indonesia",-0.9439705,119.8306482,Kota Palu,Sulawesi Tengah
ChIJ25PX2p2lhi0RAr6VpFfDFEc,TEMPAT PERMANDIAN SANDAKAN BIAK,"3VGJ+XX3, Biak, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94716, Indonesia",-0.9226171,122.8824333,Kabupaten Banggai Laut,Sulawesi Tengah
ChIJbyKYvOLgvS0RyynX5doWGIk,Puncak Lima Jari,"Unnamed Road, Pattimpa, Kec. Ponre, Kabupaten Bone, Sulawesi Selatan 92772, Indonesia",-4.6288865,120.2177772,Kabupaten Bone,Sulawesi Selatan
ChIJSwpWJRsTiTIR5E0QCnZogkg,Pelabuhan Ulu Siau,"PCM8+39J, Tatahadeng",2.732701,125.4158992,Kabupaten Kepulauan Siau Tagulandang Biaro,Sulawesi Utara
ChIJqxFtu_9rpC0RNC3yWHNbejw,Pantai La Poili,"8MRP+7G8, Desa, Wawoangi, Kec. Sampolawa, Kabupaten Buton, Sulawesi Tenggara, Indonesia",-5.6593385,122.6863311,Kabupaten Buton,Sulawesi Tenggara
ChIJcVw3CqpZkC0Rm8psSQKmG38,Lutim Landmark,"94PG+42G, Puncak Indah, Kec. Malili, Kabupaten Luwu Timur, Sulawesi Selatan 92936, Indonesia",-2.6146793,121.1250773,Kabupaten Luwu Timur,Sulawesi Selatan
ChIJOSzKa4ojvC0R0emrwHEV6oE,Pantai Mallenreng,"Tim.,, R7GH+V9C, Panaikang, Kec. Sinjai Tim., Kabupaten Sinjai, Sulawesi Selatan 92671, Indonesia",-5.1728136,120.2783941,Kabupaten Sinjai,Sulawesi Selatan
ChIJAQAAAGTNfjIRxaa97Dy_sDU,Pemandian Air Terjun Meranti,"J4P5+7FX, Meranti, Kec. Tapa, Kabupaten Bone Bolango, Gorontalo 96582, Indonesia",0.6357381999999999,123.1087328,Kabupaten Bone Bolango,Gorontalo
ChIJgxLm-WmGjC0R5_QsVtndPac,Pantai Tanjung Babia Pasangkayu,"Pasangkayu, Kec. Pasangkayu, Kab. Pasangkayu, Sulawesi Barat, Indonesia",-1.1696541,119.3470922,Kabupaten Pasangkayu,Sulawesi Barat
ChIJczTb1N_8vi0RRvkiig80o6M,Pulau Wisata Lakkang,"VFH8+8VR, Pulau, Lakkang, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90245, Indonesia",-5.121638799999999,119.4671372,Kota Makassar,Sulawesi Selatan
ChIJkR2EgbUhfjIRfuBDIAlcTL8,Danau Moat,"Danau Moat, Kec. Modayag, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara, Indonesia",0.7565814,124.4614129,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara
