nama_wisata,alamat,rating,jumlah_review,kategori,image,lat,long,place_id,kabupaten,provinsi
Benteng Balangnipa,"Jl. Sungai Tangka, Balangnipa, Kec. Sinjai Utara, Kabupaten Sinjai, Sulawesi Selatan 92614, Indonesia",4.3,691,Wisata Budaya & Sejarah,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEF5n-AbjCfp6h_FFAUUhJmlu1o5Y2yNeYBjhA9OP8mYWtBenbY2_uw1apXQUJ7mXDpQUnzBMsluX1i98bolYfcG1sKLxRq3UJma91AsB1K2RzoRXL6qVYezq6b-Y_7P7WkYVhXXwEs8Wlz1LlfcrPYvzmxCRQ8CZfmNSzxsM3HF6balKn7VnCarH5S_SB2YqypC6Lx1smihgazgwPRJmuSiOkvmr3Q4B1HHe94qon7n9MSmgzgtTiPxm2piY2mbgIjL5qKPshcRmfOQlf02AsAg9TE28rEt9qyhZRnU8hKyH5RQfbyRkt2rh1jKWiBKoJWDFQ4uxObljgL0KGxGyLwkbAV-2Q4pqBpOiFMxSs6Gj8p6MGlMz1R5CRT4LnnYF0kFnHlB1Sd5FlsZv3hvRA4WZff5GhIt9vFcEJGJBnCzle04&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.116867699999999,120.2628809,ChIJZ3-Uft8lvC0Rq3k6Cmz66kQ,Kabupaten Sinjai,Sulawesi Selatan
Bukit Samata,"QFXW+MV5 Uin samata, Samata, Makassar, Kabupaten Gowa, Sulawesi Selatan 92113, Indonesia",4.5,688,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFHV0rM-spUgtZKGJHhZccV7YMd7JwSNg6XIhYbPzOfdFCYukeRpXwlWtxO7SfH-VXRzAgYHZtOCKQ9e237VzlvO0mKa1k81G96zRt5NE4M1C9xxMAF5IdqtOO7E-bhpt3-fCgwtAKwwljIhKfrCqq2222eJqCyMyUdjUNC7dg05HKfNodd6W0nCB2KIgkZhKL3fcO791sbrjEb8tXZcqFMse26okN2EfDQN0Hk2LIbAe5Jknn6PleU1_aXCTrdtN3hgM9in90mGQW83Q-s7GMUhksY1MkSe_1WbBY9hQ3WbXPH2qVEqOpeaiWuFLyIvN9hGU62zZqpBV7EfHYp-TYS9arKf0yQzvBxjRpmwEB0Lg7TXs1Jkh25Bvic9HXn260Un12KIDMvz07J_fFrvtdnxqjwQRtosTTGmX84KWPiWw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.2008732,119.4972238,ChIJ9y-rAu_jvi0R77EsNZ5ujJY,Kabupaten Gowa,Sulawesi Selatan
Rumah Hijau Denassa,"Jl. Borongtala No.58 A, Tamallayang, Kec. Bontonompo, Kabupaten Gowa, Sulawesi Selatan 92153, Indonesia",4.8,646,Wisata Budaya & Sejarah,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEvjQHntvUcrjWWStbA-EjvVuBDXHTbi7nslwBX8aNI-bIPoH5kNPXTC3xR18CMWkFplPxClPWCHPDFFi45EDftdc36afujDq7FvBpk4eVvJUE4T7AHsS7ErAN84zpf0XP9v-1V6ECZE15TVPQc4Z71Nmj8zUayuqx4r9ZlDZbZWTKGaCELkW1L983GFRelpztCzz4PgfU_cJUIQWkFKbLJVCLWz3dx5gJSLzyn7QmxAZmcK0hFm39y0iFFC3clIuHt9uS5L4WoRZAfNNUAdGmM0OAmmBlmaIA-ad50GY2Cbw1P32pWPwzuTX5S4_jdTTXGlZA0GPtqtgXEl4LpDB0C_KW7iVuQEtMRvUI6BtfY14mgXNfhWmsSnW5nKfm3a4J70fnqJPsSfjtvkQqW09wveadea1ZAAXM6jNd36CwoAws&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.3465581,119.4409863,ChIJcUTohz_fvi0RO8LpKcUmkGE,Kabupaten Gowa,Sulawesi Selatan
Pantai Pulisan Sulawesi Utara,"Pantai Pulisan Sulawesi Utara, Pulisan, Kec. Likupang Tim., Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",4.5,637,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFAjkOSihQvGl4tSiVFM9OYN2MGe7GoFNdHUA1LD1PS1cZPt0VBGcIebt5G0HXD0eZuRoQ2iUx4T2OM2rLWoQtXCYWPXrLMepCF9DThQ9_MebzA7f3tvmavQLI_ATJqyF7hgG4HNxXjtX6XMzg0q4D4qzGpRx-vqAykWh15iuAKXRYRKfk7IP4n5UprvpbFTOHxh6rRO5lmwaoBkgUuVrj_bjfaJAIf1yt2Z4A9GQxVbRMHGk-XzuX9DS-ryHJNJ8XhScKBPYEqLcDrhzYI4go85PV4J2pMLKujiXluFh1xmsNvgaZ9gtwk4t9xYuQ_xDauDYbhLnsuFt8yLDgY6Fwlf4XRvaG4SmGvrTmQJmr9ewEH8g7buAKifQnWWFjwqu8h-Jjk11b1FOJqn6viAB4jmgq3EBOnpDFWqSWxwh1Ubg&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.6823783,125.1469885,ChIJ_XQdTJCzhzIRf38NlUjEzck,Kabupaten Minahasa Utara,Sulawesi Utara
Planet Waterboom,"Limba U Dua, Kota Sel., Kota Gorontalo, Gorontalo 96138, Indonesia",4.3,637,Wisata Hiburan,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHSgZ6eeOnI8oLenUtQXy2eWTayKvoXRVi3H3Q8eAm6oSCExk7sOI2I-6Vzj67GKCBUa9-hS2TK8F5rIwqp7EQRoLDZ02xa3v4IxCyMqTaddrPgomBCQ-cR92aRrqW5xFwfOjIO_a4-ojF5MmTiC_98JJwYKRwA9gFV0P3hO5LEAf23msbTjizGS6gXkc720GsWtZdoyJbWtcybb-6GiRw8gwWQw5P19Yjf69cGxbv1PWYZJEqP43NCWEznecb-iHPEgbUrrX3EnvazsIUs3H4WbFrshHbs2zqX-ZCsnMxM9KtiTn2OA6GurAzH7rLhWt90aClG8QtFlSaicZqttUZpe1KLuFUlUlcfqTriDLTY80TxhnGKaFMzT33ZbrVSWGi9kcoChk1sRJeUPWLDKHtPQOuaBr_LJNIfuH274-dJCA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.5521572,123.0536688,ChIJ81_z1moreTIRexN-2rpoP8I,Kota Gorontalo,Gorontalo
Pantai Labombo,"X6X8+C5F, Salekoe, Kec. Wara Tim., Kota Palopo, Sulawesi Selatan 91921, Indonesia",3.9,634,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFjDxzSB5D6ouPJv7B4V56lhPBatgBhejRG-5QJ9QA6yqOavXIw90BQOw5YJF4gB7aIExxSy2SLcjF4QN1unEfJicAs09lfcZMqpvC9tONa4r3kpwaQY5UESwQACCa-I0GAKHC5jXfNtHO34jli0s1bcyVR3RM63vgB3jIeilkTPYS8XoRDzuF-eBeNfNqsg8R9HyFyBNbUu13IEJ1JYAxToKaRpIXjb-dh2uOaRmA6qfdk_Z8Rb8aCd5fawMYDyZW2xIu44mhdE9RiUqo3aT160ZiI4f0lH_a4PAP25u60hE59l94jfXgr6_3Dd9YhajczGr01F3AvxCLUXOHIVcwzaJvzmk9bhHz3F1p2CXTkEGcWpEvoR94M04vmtTsPbysbRh-sbIQwYxa0bNzAFDRpPuq11EyCFsVGKp7lUGop6Q&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.0014498,120.2154088,ChIJkxx8dOVekS0R2ys7p7SnL7g,Kota Palopo,Sulawesi Selatan
Anjungan Cempae,"Watang Soreang, Kec. Soreang, Kota Parepare, Sulawesi Selatan 91132, Indonesia",4.6,631,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFyCnKhjZAdoorE5sn8OS1v7EKbgUq_1s8S1jtSCx6BKUrA44mIKY4Wj4T6dMidRx1ehdTBUTwVH6_6ZTgwwtC1lLP4ZBX8dh7qiR-tbnUeHbZ2C33ntrECr_-8-ScwjJimW8L2NFt_sKI7uFjS2-jtGQb5xMcof3XAs-aRj1gZ2YFz5xoN8N2RBDvkMBVNvnVQx0YnHupUGQkLXwekuOCCAYxmLYjz4PGt3cIllq6GeOnPRiOC9QA8x6mqhUsvNtvkOVmFSxurs25P1u3ymC-Cv43T92Yc27UJ0LEq0Q5WxJ-PdE5HEqOKeba2pbrvJiXIoyf2pXoa8l9d_ZBFFTU4YQCCkoqIRyWw8P5qUoKrPH4DbNY4xDMH4z8F_dLUh3NY8xZ6PnyYO_6W38LNfXXBlbHMyKhdNVtSEkAd9iI&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.993069,119.63313,ChIJe0tQtOa7lS0R2GAIPAytN54,Kota Parepare,Sulawesi Selatan
Air Terjun Salodik,"Jl. Trans Sulawesi, Salodik, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94716, Indonesia",4.6,625,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEG04gy6fDF4YGdSAKOpaosao6T63YFELUM0Sc-RMODWVETFdo4fTXiPKVqEM8E5Xjn3jtKZj-A5aXnFoIPT9Vkl_6nofeQGSqk5ZgsnuWYyTk6IhJvjGenj7JaVHYV6tPo63QjMYaZdy-GH25a_JEdNorXZCLuRRTtCkiqGVjLphWb9I3WnZ3wnuy78HxCJPw5ftDxi1vHTOMxEMI_wdYushMPYC2gM5i1VQgCKtBrZ95pdLo3SHMHIMZEEPp44yB2bkOm6jYKM1DPIPpqufxKKQ6LFSQDNOu6UggQuCyTRj9izbbJhZJhZ8A7Mz_mp1LGT6RcGR_aRj6mRqnTbqVDZfPjntYrQGM9VJ0Rm-3ABDBndqN6Ks_zKisJmGxkgncIRTVmrC69jwG7vtVAVmEn_MSksWEE0yo_LT74lGlUvzQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.8306992999999999,122.8698003,ChIJA0kKqiS6hi0RuLFU4rJwXl8,Kabupaten Banggai,Sulawesi Tengah
Pantai Jiko / Patokan,"JH98+967, Nuangan, Kec. Nuangan, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara, Indonesia",4.6,618,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGYE1i9DgVxmm26YxCrJH2VescX1ujcdMFRDlqIx5Ix39agM8mYomzM4piRiFO4_hHogy-wb7xnA8nUkBA3AlHMbmd_vQHCuD_gNvDLZI2p2o2NgVL9GX9f-W5Vb7f180_gETRn__ouoQX9gzvPkSJK1ih_RIGKkcgH0Pcs1CzrOy5UzPXREWalYGJ4E42EhwtelUdf08kgPxSf_kWzTzUhEYE1cyL9ClY_PmkW3WJJ5ZvNwj3ppjTJk29tssiGhE5gA-SuNlfpdXMwhc1lBVwOLoT_ds-79EI4_zGCf-g4SAOwkwmx8cdMlUZ0fRgxAvKPf-J5gEPmqbeb7FwqGKZv42H-vsjKf9T54KSXgMA-iBWrZw7DWL_u4zJO3Apd0oppGkrgv71DpHS7Yv_-xk-QLAdNaMgGqgIwTo75KFm7e1Gu&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.6184005,124.5655572,ChIJl82S9TKDgDIRILgGDTa_scE,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara
Permandian Malotong,"Jl. Sam Ratulangi No.45, Malotong, Kec. Ampana Kota, Kabupaten Tojo Una-Una, Sulawesi Tengah 94683, Indonesia",4.4,617,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFP715sjGYiZZYR2JpsOoarkW_0uBNrg8kY61HzSu8PRjADJHBxjLqZ-RMM2Cp1pA1Bl-5UC1Pzod29J-1yCAOS9iQo6f_wJqyF11m--F0su2skGnsXzr6CUCjeYa9D45LDL06uh5kNRsQRvBrRLI4IBsS3Fe2ZdLqBQ9W773rxsmhkqLgzid40JmHWkMGg5T6xRRzqA3hQkrfVOUYBdUs0flfe2FlbNe_avdhRzZu2TEpIasJpjOtvy2ATxrxWZbLptOQgmxXRLU3BtNDFVowoykW6k3slyeavAalZM6ZhoHW_aR1uImcNRY7ASAA_CiiBtJqFX3Wf42cOkh4tut4cfPEh5wmSyT_dWCZdzmmmAh2LBmzKGRRvRo1EBy2B4a7POFxg8s-N_n5_lcLRVpPg2kdlthwzJJsEs24LQxlt6A&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.8855095,121.5228291,ChIJ1TbgjsKliC0RdM5c5qajz8k,Kabupaten Tojo Una-Una,Sulawesi Tengah
Pinrang Waterboom,"Jl. Basuki Rahmat, Macorawalie, Kec. Watang Sawitto, Kabupaten Pinrang, Sulawesi Selatan 91212, Indonesia",3.9,614,Wisata Hiburan,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHstZd93zox8YayJD4tqu7QNe42MyfhMiRdlEcU9MO-t7kzk_HGg7CWxPUt5JpGeEP2FSP8kIG589-AEBfqYVRoUP0CKXTzUqdfUgYUG4NIp6L05riDesDQ_BPttqsd__e6Z8hs-hdg055ey2kx095M722LH5PtXn4hxGCzh0h60tlSfn9mckOMrCKW1U-gPZ2guHOJyeAVgYlIAoQcdtrVUtJvtmHbXQZh1U190pFgBNJtTgY1uk8b0hVFxvrb7_KxJtaJerd84m6qm5jjCYtIS81irNRda_axCNyFrH2tUtJ3Ob6ofyohaQDgAdZVl1fQhvXQK_XdZfLCOAmQhFaHhtZLPzt3LXeW3B4kEJUoAD2ETK_B6dQsyPMNNsYbmA3UqxAIOFigSozlCuJLvBkx0IC5PWEoM1d6Urb1Fnylmw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.799061,119.6498638,ChIJxT46hx1NlC0RO9Nn6zNIr4Y,Kabupaten Pinrang,Sulawesi Selatan
Pantai Laguna,"GH4V+XJ2, Pao-Pao, Kec. Tanete Rilau, Kabupaten Barru, Sulawesi Selatan 90761, Indonesia",4.0,611,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEH-2rdMqJHVGs0teU0VqoWQCpVs2jr7oIu_lzgSqNbeDcTYE8e6ndqcho3T8pC-QgJwr4jQWcIW_ABfYWP70XbqHAfy60sCKVUV_aq9EcUplmqasCLITSwWCphL9kJxcYFdEBs4HYVajFJH7rTlwivNPcaoPyabeY3zr18KtskedPLkzbwYHNZoiLDbrdBXSpbU3UBrBTga0maP6-VawMZ9z6HRpnS6QeVRbYrkWOvyHel0MLiFzbUqRtDo9mM3Yy4DLaHbuG3XbiWR0Sd3Wn8EH_pQ0F0ayyHkleHA0Leyn6xZ4xhamQ_O6isVWwlXK4qxInI1cdzchAHKg_bWh2tfYy476FPtl7esdFS-Nq06h4fVfIR6mpwAdC6GTJpuXdHVpAgVcybeDBEjPZG6G1c7tRCkShgQBPj4PjL9xfU&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.492610000000001,119.594005,ChIJBYBFbl0vvi0R4M4YozpgbJ0,Kabupaten Barru,Sulawesi Selatan
Hutan Kota Bulukumba,"C5RX+V8X, Terang-Terang",4.2,610,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHz9Xg8M4GvcyZzXpX6aA0G3sAGPuIXTfYHIJDKSANsnsY665i9AEzihZN9Qm-yoxeiJySwfRx62bxAMff983QDE3WHh2A0z_Pp57nEP_M1xb_Qx-t1nX1T5IXWBwM_2wOXXZZvKSi2XRFk6qp4NcQj0ahKrROXo5lXZxsybHHm3rkRSp9nY2K3CVFE9Pdn3jF04_5lgQzPZgBI7ARRJgyN57uFWHj4Qyxwj_QG19KAutpFTMUF0eD_odCXN6a9LO6iVdITz-iXmXibQT4r3YqEE-0p4MNYyXV0H29UJ-BXlVms9D_QFfjCVPgWBpXEvkskYMwpuLtcKyUkB3Y7L5hLremg1DKjC8pPOFxgN5aF8cIJY2l5gNpxhH6K0ZWqbjNgm6q6hHfQAmieFVNFkF1WRsDspsmHIQ8TF4saCk4RH1gA1AlpEs0H9yWFY6G0PEie9QW3JVL2FqHZBCNlIyK-b-mernGQhFyfHE4mfjXmo-bRktub6chlPA1CY8Cb04P_6xfeMR3Tu7YXBbvRrMbdghvwvlfiRtpGygi39V8Bzt-IeQYv8eXIHZ0dUrrPS_5Pdq9OdNcu3XKblu-y45ONiK8fC6pZUlSViWyM5zBogGjC039_3Wiu3XP-1BHx_TYRSw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.5577687,120.1983549,ChIJSXBr4pv_uy0RldvDggWfGg0,Kabupaten Bulukumba,Sulawesi Selatan
Goa Air Kontamale,"Jl. Poros Wandoka Lingk. Teekosapi, MGJM+QW2, Pongo, Kec. Wangi-Wangi, Kabupaten Wakatobi, Sulawesi Tenggara 93791, Indonesia",4.4,609,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHgsXL8Vrir2UVQovevqzw-uKsrcpTY6w2008bSw9_YYCPIRclLr4VfFSHSldV3LME-e1dbsacVaeKHfuhP52wwLuAlAYceZ6wtoqSZsZBmV4zIka3dfuLCJI40J8fzebWu8PYSVKzRS5BpvIamL7ASFZWHFpGcXCI7bJQR75R30qhi5r5snbIdVZ2ZncPYn8wBQr5Nkox9ocxsUJd9WroUNT4QK4Vx0iMHUEfztVWebFaT_TVZ9ubQPHNOjI2kS_N86I0Ee3J2KCrkuYMXH_C-SsNNYQEoF-NZq0E2t0gcySCDF5vTH-O4jo8OER2Rix8seEGMJFdgRwoPR4cp6muYuFTG-heULnxDqvU3l3dMHZSQ9b1DvgaKmIhrXw6rbs8AR1Z-pwRwGExECyiJvVc5m_ydWPCj3GoJsue9Vto&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.318101,123.5347544,ChIJoefGjHszoS0RRZbKItzZJ2k,Kabupaten Wakatobi,Sulawesi Tenggara
Pantai Bonebula,"Unnamed Road, Towale, Banawa Tengah, Donggala Regency, Central Sulawesi 94351, Indonesia",4.6,607,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEKYiUj3V44skKvBifgAiHBJFw53PZ8GxDL5Pd9Z0AwxJf1CxYiSY3-R3t-vDpj7uH5f15F7cbuy6YJUppdv2krHUplZnW3vkVY3HBFr2clKBRupmGguLJignwgD7AdbkP5GxVvsskmwdJOuJvshVE6eZJCRjPtez-2CZS0NRLtYBWZ3G42hFvCDEZubTH4ZJVFRGfrs9uQVaockkzNdv8RzRJxIv8WHKoEUIadzhWAQAqGwtaznqWyo2RzThf8qVBTHjbBT_tbGWYAz8t_tXjg5o7P4SLFbPlUrzb6mZMQJIUm2aXKr84oXc9bhcnItO6FpcWQAktuxzFMcxo9pJOTj8l0SzAB4SBdzkvkyqzq0YPf63iazUT5VI0DMIAQUFQ9sm-T-CrqTB3f8xkS8V4qwtUM4DaCK7nMy-5WqelAJw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.7049470999999999,119.670027,ChIJXSGc16O7iy0RRvWDmWC7jas,Kabupaten Donggala,Sulawesi Tengah
Pantai Bambahano,"Malonas, 6R9X+9X8, Damsol, Kabupaten Donggala, Sulawesi Tengah 94356, Indonesia",4.5,603,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFEhxWeg20i1ol2yfIfmLB9nAyEM9B5Gvr2C09wLuvC017eag5Pe5FQzeiqfzZdBeG9b-ZUbvHyHPQNBkL6vimjXOiorbE_dZISn8OfQeN3F4TV6NSl8ucyC_epfADr0NmzjIuC6Rch5iaBgJiRONQ_VtlrpNgFnNvtOvFe42UaBzmpG01vGiEAYyQo90HQWINaM6yj-s124Biybqf_2r-g7ggS7K4Y6JnB1DPZDflu-cFBTQoCLLlmI182XtkknHhLNVXLmYLqcNOg1CGRCWyve0qJjXKBqUmeFyYJ5BZsrOPtp0La6WgRyefhwpUwkh8P-ffYQYHxECxqdvz03p0YtS9I1oTpONqogQKkYgBQfhPlsuna59xYvjV7HeLspB1S93kWD4IBX0LBiJkUvNV3vnnNGy-0vHg5VcXsD-h8zw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.2184164,119.8499618,ChIJga-116_rdTIRWxyR3FGPBO0,Kabupaten Donggala,Sulawesi Tengah
Wisata Kali Biru,"FRPR+4M4, Jl. Pangeran Limboro, Banabungi, Kec. Ps. Wajo, Kabupaten Buton, Sulawesi Tenggara 93754, Indonesia",4.2,603,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHfoOs8yMSO77GSL-6ZgT204rDnhPf5i1_Ac08eb1b86zJtW50CCkej_xhX2MyTNJgp_p5u1DOWoyTq844E8O_559iM3rDuFEwJMkNR3r5RYVoeU_APQ2qnZcUi-tLvX-LPVpH4HL-H_M_XulhZuKt4R8Sf1Ivfvl3AKAS9d6SJFyYq2jdclHmgS3SwrMvcloPgiYW3PLmUg66XgtobLzp0Xu73gpm77d2EeycZDv4K4aanf8NPUIjGjIXoCDXL-G0qUF6jM-lwJpL3FjoncBarlNVGqnyRcr1QtxaSZJ8NyAVrX6oAV2P5rQUKRYsa-t8SM8m-LEC5G-ls2CgDgtKyYU326Pgr75Ec4a04GesU9iBeHKroQYMoxDbtQcO0Vg105NArAQmcJ2IF6AivE5aPL5xCfWOZb-1fbZUaISk&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.5147279,122.8416964,ChIJsZOU3EcOpC0RPSmqo-GnCkU,Kabupaten Buton,Sulawesi Tenggara
Wisata Mangrove Lantebung,"Jl. Lantebung, Bira, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90243, Indonesia",4.5,601,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHDo1LxzxFnilVcPv6A4L5N-L4_CqARPnJwUnFcf35P8Xu5tn6hZjxdtkILVRpEGzsGm5cBBKGwDl9E5mGuYGx3OUBAd0XjKddmN0elJsNes5Jx8toKhVGNsw1DkswEWhSTxDeII2cZbwXIJbrzNqSt-zCBd0OyqCQ2oCXHzxBqM-N9PEu81G0cGuisU0tig2uaExbswFVLirUwVNiUl_4M7762jceooi9JpfrUNg1eoASvDGEMY4Ifih5Lhdj_Go13sOXrf8eYfJT3ZCt0o_aCCinFX_8t0MCi0GrS0wcpkCH2QTmKnT9uRHakYG2lsFs7aCmbvnFB8sfVDEVIsYHu0YCBhrH7LpG1P57k4jPF9qkxyacZGdeAqD5ukiOf1IDoBb90VMPHANfTPwVr3ao6LCf6PgWn7Ld9zJYQaJ_IchB6&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.0782972,119.4662363,ChIJRyVvVcz9vi0R95nuXzlghno,Kota Makassar,Sulawesi Selatan
Anjungan Pantai Losari,"Losari Kec. Ujung Pandang, VC44+GX6, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113, Indonesia",4.5,600,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFMj7dwiFwJnW3aU_Mi1Ay0R2EwZOYCG1F4Q2BXSvmM__GeUYlNdf6-7fUxrwhhynbLsKQkSlY1wSShzYxBbMdmYwOlvyK5jwLXzvoLSCEeloUJ8iXW1A2yVK67YA_y7_mvnpUFF2h5UNSh2XN_XFiaMq2C1tnI5ipgMzMfugkcgvxqUPHsFshrijZ_ECQWXULGcjbZ2RdX6xVDbZaLXerkvTmXW7d79daPqT-X7GJDzIbzds81WDvh5N4mdsi1Bj9eCKGdkBay7GwtJ5veBzdKKkbhIutV2PSKbzmHsGLDf9ihDZB7AnHIGEGMiiC0WYHNlUz3l7xT1zLtw2PRafI36Dum7SIUvlZDbmqVvBz4QKgxGGaOI1y1gstP2PZNACXyCHn2ROyZQfzNS64xSrz4zDk1k0j8vTJDg5l91IZ6R98&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.1437016,119.4073769,ChIJ5TNelQsdvy0REm7ELucBeTE,Kota Makassar,Sulawesi Selatan
Kai'santi Garden,"Jl. Woloan Kayawu, Woloan Dua, Kec. Tomohon Bar., Kota Tomohon, Sulawesi Utara, Indonesia",4.4,597,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGxSbcr9HExo4t_srSBjfvel8ZETTAJoRLVfisJQIuHp_ZpCsIjr4dZd7jOlLtCTFowFNC-RL4V_4PKGAJXBVKTt6IPcFzlmW7QbeyrMFRlXgDqxdrGavKbTqCv2SfW8CsT2FJheSiUyd_MkxHCEE0SnZnlvAqo_r9Jc_EySI0OzrMuzNVIE-yy-bT_MuU18kyBkq7EBfjkH51c9KJubsRowChUVa0LeoUgvlJ_QM-s9u5MuUCEQBV_H567Tb5HQ__q9OCqcZQpWRkZDzsCEnFKPW9_7jVriMFXSMlTkEQDGtIp7AYm9gdXDDZLvBwlfBqdTzEdi3d7ZFVT-AFzStIkF6ikrvDuaa2tYigk1zRmAYuxqaqPAj2ZMdeFwAWKX2l6MMqK7MWZSIom0Y4jE8Rtl6gz71Zy8Nt8k3a2Yyw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.3227858,124.8043599,ChIJpaA-Me1thzIRK7gCSxQ_NqM,Kota Tomohon,Sulawesi Utara
Benteng Moraya,"7WR5+795, Tuutu, Kec. Tondano Bar., Kabupaten Minahasa, Sulawesi Utara, Indonesia",4.5,594,Wisata Budaya & Sejarah,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHdT-fRqwmag-rXekezRk7ZOU5AFtO4S031KqmtjTiSknnfws69AVD3W-ONZHz9ydkCTWs9VRZKuPivwG0R4iWWtEFpcUDDbcd3paijpgm5LXXSHLbP0GGUq5-dNQjxNptGj0Pn_xYN4shIYYi8I6BwZsR8mDrwrG0PR-z7vdCBknsLE-u63mHxPkB3f4SNcEicVXT-ChFKFsnT2F7-B0jrJ-0reZdDQs5C5dpKnIm5yO79JYBVFvZX64hAfvc6wi7LJvlM0LM2hcKUzR2yq7JxwfT53zWp1j94HRAtwDRVIia12IF_YfzjyUKUgpoolmvPOGlGggbTH3r1vqwEQlI0mHHtXYoEu2FKwf6Wg3kHhgdWWhtro_acP9KLYNVLxxUS8slIwO00qHIL6XoSyDCBJCxHReLqZ-dyPZcACss7tcmU&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.2907294,124.9084092,ChIJHTPJTWcVhzIR0b2xciddy-Q,Kabupaten Minahasa,Sulawesi Utara
