nama_wisata,alamat,rating,jumlah_review,kategori,image,lat,long,place_id
Pantai Galumbaya,"Galumbaya, H92M+HPW, Ujung Baji, Kec. Sanrobone, Kabupaten Takalar, Sulawesi Selatan 92231, Indonesia",4.6,52,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEkjxgtm5Zc83vX1bX2EpQnrgR1ShlQQYSIVOHD-cJWwtEfd1mGG-EZ7lIE1y4ld9qBRLurcNHdYHU32j23AnkWcftfFdV9XVcamAlJGJOFIy6cKmSIEzx3NxqVmmnzrjlXo_ZkHMo9P5-SX_iz_-d_oBy1HbelPeUknrcNXwpGALye7Xhv8S3HSqfH3fkJoWnhng0GaWscM6o7KSSs3baq8UskfAxA3z9H6wTUITfWDifUy2uxur4kGCxWu8e7E7_yI9d20mKmE0FClGN37_S6ze194vXqHDxyCzbbN-4u2CeNnf4tVeFPY_3WE3pb7A7-werZPo5d3iQzii5TvbMzyfChTUVjzoIfpM80UjI0CCydRRKPq2u766l-MZLfEbQvAnvvkNdrAZtAz5HLuc1mmjHCS0251M3-EIWIqvAd-ga5&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.4485019,119.3843176,ChIJ3wbvFHAovy0Rjla4ZqpRmow
Tanggul Topejawa,"Unnamed Road,, FCHP+33V, Topejawa, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 92261, Indonesia",4.4,111,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEG82l8OFMB_S0DnuOHYJpJVgJ0YUZ9hXhrdOGthTkuFsNjUzHXqBoH2crZCNmHi-vOd8xPcBR8B-te0KHnpgDJw78X2x9UImbSaronpqghoalaW-P0uHpKCP3k31bj7ay1l5TwVgIxoHDrn-a0Y-eraORVtI6hLe783KJnEvqbyigq_mQ3YVXQ8Bq6LUGhgeJSncIJnQa1hDcvRIiu1lGTyB1KqoKlTm_dR9d3x_4HV71ooKvbgZIOg0kQJh7FFC-0htrC43_8IYq31kG3URfInYxvG6UNy5shf-6bycJaUH9HVl12BplxiatrpwCuNCrg7KWFVh2xEoobx53afIApS78H3wXEhE9ADLLt3Q8QpG2UFqP3t6JMA1ArWHHDiCZz_Ywz8O2i_e6rLaSJ-z9zL9d4vjQN0KGHn-4q-blpWzQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.5222633,119.4351689,ChIJzcqASu_Vvi0RPa-1EnLghzQ
Wisata Pantai Bintang Galesong,"Jl. Karaeng Salamaka Kassi Lompo, Boddia, Kec. Galesong, Kabupaten Takalar, Sulawesi Selatan 92255, Indonesia",4.2,1619,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFgiY5gF88ywP9MIM1ljhqTFmhPT8GAH5WGMW_BPt662aa8OxByx626aDajNQIAgIQuXF-iIMpvIiWnVcKApFwgMHyMeDfkohf0FTAkhnBeqz6OkR4fxTjg3Butf1BjWPe26n2LMUbkZNUi0mqRNKq7_kHpZM8RnCO5JscZPd8Q6FzVG_8Xd_L4Lmi5U5lDov6bQ5kpXOU_9tjTeHqIUwn6IL9sCtH6Mjw3wco6v60AqhGVJziv9Vk2Os9mi6Zt-DbdxoYzi7YRmB999nqzIckXerMIGt5vqcE56I8TXxFfXw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.3294596,119.3559962,ChIJAYOhbKchvy0Re-ZGWcM9fLY
Kawasan Benteng Sanrobone,"H9CR+C5R, Sanrobone, Kec. Sanrobone, Kabupaten Takalar, Sulawesi Selatan 92231, Indonesia",4.4,116,Wisata Budaya & Sejarah,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHhHUPybKDt5fmRUIbnXUA2ywtSEFi0DRaw1Cc8GtnglSC_ICRWEzm06G3aT6fB2IsWMQnhE65vyaziIL7lErTll50qvf1BhpzmGr5N8FNfKtjICLARKoWxucn1bypZ25DQay2Sb-G7S0ZnHd56gll_k374o8n0Lofp2-O_xnKe5UQ_G4yimzDSUplrLUcS--2ugBkNLkWmzRFIBLcxGBKxOiY7lU5RnC7XMTjSwpfj3TwSaeRDX2zcjoT2yfJAlys-iWTM06fm6Qf4qSiEWe-TOEiEaOwjpyv6yBaCr-KXqp3GOkycbe0J8ssD31132fqPqR0kiDxkht-oFxY_YOBChTAaMJ8WuSQcLiyxD08lBjB3VDigGyPBdztD9RWkCWfvhL4ysQxjeXUjY-JWoUSoKF7OIbJ8EMjbgGDJ4hw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.4288931,119.390404,ChIJyWNPDcMnvy0RxtfHGeb7lS0
Pantai Sampulungan,"Dusun Sampulungan, Desa Sampulungan, Q93H+6X2, Tamalate, Kec. Galesong Utara, Kabupaten Takalar, Sulawesi Selatan 92255, Indonesia",4.3,35,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEmSmEcNOBjUEuxM-PeeA9goi5axobOP0trK9N5HhcVRZDu1bNwdtxMwnWpax7HhVV3n53ExIAK6i7hjXiVQABqx67Q9_gs9O07V86Scn2m7AwWM8Ff5lG5Z7JwW2z9ON-S9oezXnY5Gp-SREPnldTYtDZ43dTdfTlZwCmQnqUOsLLpM68-4mofkxnYb-jwUw6yCP6SIgPDzx3dqjDZeampdlCiPCBPyyqo5rI_WjUQX5D107bXBnS0BnVWz7d_MnfOxUKXNZGdGZnzyh6PnnvbN7K0qAMCuGwgh3QBBPnbpHiyU3IU0w_xi_YBTxW7bmAYuikn-mHWV7kFFt7LsQDDthOhtK09Td_vyqcEgOSow89lJnyNDbBK6WMe68IjJQB6p6YwX7AXB5258XvkfXke91tl6bgf0rIpTeYOC1jYjBIT&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.2469945,119.3799033,ChIJ1Tnne4wfvy0Rd1-mmgJaADs
D'KAMBER BEACH GALESONG UTARA VILLA DAN RUMAH MAKAN,"Jl. Karama, dusun karama, Aeng Batu-Batu, Kec. Galesong Utara, Kabupaten Takalar, Sulawesi Selatan 92255, Indonesia",4.6,56,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEoYrJ_jHvScuEWxdvlZyP1SExjZ7WS2kZNH02QNR01yKxA9bWpfZWsIX7v_F8xWTnYq0qiOqk--xQU6CYI-TLD8xJNF9nP1bY2yHeP5yu-5uZ-dVImhg3w6JLWw-JzeIrLpUmdSQkItLYIjCo3zAgbAPIkAXitCckzDfmfp_fj2gpZqBDpcXr2cLaf9TwgKzPkrx-LsV1Gy_Bs2PSZKzUOVYyM3tTe8RtQADSfObqrGL7T1tezFtW3BEjkNgcwadj2k6n4QO4kmF24FEpWXuUTGFKo4ejrzRxeFk3CrHj_yw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.220960600000001,119.3841129,ChIJ-0zzOkMfvy0RxZsuJ0AMqcA
Pantai Cinta,"Pantai Cinta, Topejawa, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 92261, Indonesia",4.2,219,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEi2KU1-g69-7CYOchxlrWAyZnpm3PjxLKT87a0we-_z-vFSYvc6FrEFypUhxQy6bt6_fP3Mxv7sY_nbVZMldBwLPaZ4obJhk6PUOyOINwlBXaAlUQM1Z61SYYEdV9rchAi9CqCNj4jZOLQQk_QCPu-ZhnZhajsJeIN4yciW0kvQ4IR0ZfFLNGs2Tagy-nbHNS7mu5yPJSEhp8YLh6JhqfjxtJuuZFvfzrVquZ8t_Mi-RcMQ9bvhZh3AeUjsUSL43ilwtiOA11wnRPD_EVt5Z8tpj3XGjbeFW1inY3XbVQcYmCF6opZrZwD92wQI5L-sA9wbPvHcjrJRntw-l1qjDNxD4r5OOY-hJfRmKfaCwlI_yE_VBrBB1vXr1wa-sx72Y7oW--Qj9xA7j7xcIQAxXhHxHd-J5u1CJRZtntT0xhWAy2R&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.502317199999999,119.4268759,ChIJ_yy62RrWvi0RFrphUH-XA9s
Wisata Pantai Galesong,"Q95J+79Q, Pantai, Kec. Galesong, Kabupaten Takalar, Sulawesi Selatan, Indonesia",4.5,55,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHfQjqixdo-XVfT9BBGi2ma-b4EA6WKWXUEStZ5-O2Ag5_4EROJGlcPudAzFAVoBR8uCwDlFr1tonLL4miNlQ_JEm9SgVpUdanTN3WKGaVcu844S1Gl_GI3trnoX-GfOFUKyBXz0nyrZVm-8C8igV0dBZpwNbAyQHcUUztsnj9iZ2dqkb1A4nZONYcx7jN-IWpERIx6f_WYEWDdSUdV_ajOSt0kua0jVJm-16XFKIDjWtH10oyPGEQGLLget6TS1no55cRT1Th5dLcz7rSVyb3m-l1ewXF9-1zmYOnl82BigVoCVIevZM3o1D89esuLbBvpIZfumaWoJQ6iNQ3vPa6Ew-BF72iFBizlj4gHiCNbhMk7RLoNHJ-4bq8XOVscFK53AoamlkoKvhDSDJo5N8KaWgT0vPZPFIMcgTinAx0&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.2417976,119.3809781,ChIJS6TA3HMfvy0Rhd9BSP3_PRU
Moncong Peda,"Moncong Peda, Bontokadatto, Kec. Polombangkeng Sel., Kabupaten Takalar, Sulawesi Selatan, Indonesia",4.2,5,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEYEC8BdFQ23mObtUDXydUHZF1vHHJSmxJndP2GeijiEWyZQDU5txnkMSYlk91DEEQVlyHiOCo3KFnrkx6YJWelv0ncIInEZsG51hao8RxADRBgB8m15jodmSV4Lfo658D_LbgY-qQYJIXiXa8oNuJnTO9e_MkffTGLBTCQ8iTaPKg23nASZBSjlfnJ2hXNIBJuzQqyP_KbmPB8f713b-ZrtjFk4kts3_8a4F0YfltitAkHZwCgUl5cZdaONoec0DdNRQ6TL9SWsHkl42Kri3JLs6l4h3PonE_m8UutuAafR2q-kyDn-U0JPBD6xCcPfYgedVG8ldGVK12ePT7CwFONUf9eEhikuIB26AQKu5SDEQucnziwA0uidyQZZWcs41-p82pUWJaBsLEyIal8GAiznDzQEr9SHDKRcgDSuKQPxwU&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.466666699999999,119.4955556,ChIJf4iAKCTXvi0R-mmoSfTS92o
Moncong Lejanglaku,"Moncong Lejanglaku, Bontokadatto, Kec. Polombangkeng Sel., Kabupaten Takalar, Sulawesi Selatan, Indonesia",0.0,0,Wisata Alam,,-5.4827778,119.5130556,ChIJR0y5DzPRvi0ReYIUSMm1Ifo
Moncong Parele,"Moncong Parele, Cakura, Kec. Polombangkeng Sel., Kabupaten Takalar, Sulawesi Selatan, Indonesia",0.0,0,Wisata Alam,,-5.4247222,119.5391667,ChIJM3ZCLnLavi0RggYH8IrhIIU
Moncong Surangara,"Moncong Surangara, Bontokadatto, Kec. Polombangkeng Sel., Kabupaten Takalar, Sulawesi Selatan, Indonesia",0.0,0,Wisata Alam,,-5.47,119.5086111,ChIJ-ePWkSrXvi0RIydDU322Eq0
Moncong Batuberaning,"Moncong Batuberaning, Ko'mara, Kec. Polombangkeng Utara, Kabupaten Takalar, Sulawesi Selatan, Indonesia",5.0,1,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFh0FEST7sQ7oI3szNeWxfVRvOg-8tqfdarBu5MqQGLLwaW-I1DItheHk9KgIfU0hyQ1mH36AuJ2cUuSBvTWsznNO_pUtnb4sVVVoyWhawZNyzPfO6fnc3sO2lg_bugJx7_edGaap1h81n5ArXjUhABT4eOXvKFDugmNVV3s6aqhFJrn5SkFzOOFY5pkUdroIRaP6rk3j59i2JSf2zESPyIeR7cJ0rGJgV12n7L8CEtEPwKCLNeSvcbWcSmHAXYv7sLEu0-wJnVZQv_QP0t2wMTWxk_EkRrCFe4m86DLrZXpFfqhTJTu3o8c2Tx9LZwDxchpQs1n516-Ywe6n9aTaebrZOyKfrHjEu_VuZZCFJ6wYWvafv8O9F_pw_fOm6aT4_Nm85IzuUAotjDimnH24YAhGY3NZi_ZkMyBbCwbfJkFw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.4316667,119.5619444,ChIJ7wccRH_Qvi0RycKLMoSkMMc
Moncong Lajaya,"Moncong Lajaya, Cakura, Kec. Polombangkeng Sel., Kabupaten Takalar, Sulawesi Selatan, Indonesia",4.0,2,Wisata Alam,,-5.4261111,119.5411111,ChIJwZ2ZanHavi0RCXWLLAynoCk
Wisata Danau Satria Panrannuangku,"JF92+3JV, Panrannuangku, Kec. Polombangkeng Utara, Kabupaten Takalar, Sulawesi Selatan 92211, Indonesia",5.0,5,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGaFeoBd9ppzGEAq2Ww7qWUPbMpWVH7skOyPNCcl_ubZkWXF7GD71mJqo-yogcf4AVjr438RDUNe3gRSMNzTz0B6Q8aQRiQJGNq50gwFPMtGUUBvcgvDlz6jg9XOVHvP91epxG5UjR2-_lEqtd9XvkMpawLP0XVD-GWiV2_AhIhSD-THvY29dqQU6w5fagTsPwFCzUnN58jNDOZp12CAWf6t5lTl6H9lDt9IKkGUMqZ0ODcwp8uO7xilsn9L-Y5LHViZQ31FNfg02c38zu29SdmTaL8cu7hDXDbpwTfi-Eo16HwMGyY-atqQLvakXLPDcgXaSFvE1R8qLUMtiOO5u8qj_8azD8yogvLyiu3gWdUHgGpQ4Iri475vReR-1T0GSt_rcGghfXOFMwXvAmHCIM6iy7RSl_dL4ybf0i2xkhJwg&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.382255,119.451538,ChIJLZxux6jZvi0Rk_efUIuRnsQ
Danau Mangappo,"GC8Q+2C5 Danau Mangappo, Mangadu, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 92252, Indonesia",5.0,1,Wisata Alam,,-5.484999999999999,119.4386111,ChIJ29qILcLXvi0Rd1cHurdpyWw
Danau Basone,"MG4V+W78, Barugaya, Kec. Polombangkeng Utara, Kabupaten Takalar, Sulawesi Selatan, Indonesia",0.0,0,Wisata Alam,,-5.342721099999999,119.5432093,ChIJC8kdIwDdvi0R1hF4l-v4z-Q
Danau Panjang Tanjung Bunga,"Jl. Danau Tj. Bunga No.88, Maccini Sombala, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90224, Indonesia",4.6,37,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEaAn3-fQHxoD2kAgvnmX35qdr3JZ66u8lWgWN3xwOkNmgNW7GVd3bv--5zfHcVQth1LFiHwFCH_x8Eesy3IE50sflaMIYlg6iLWtv1wLjRuDXdy1I4DiZI-kzrbbZhq5-b8JbE70krFUcYmWvzLMo8e8JI89W8fr7k1iCvEkWRQYANIJizWnQtqBkhII_nv61Tg8EkBn-Jfz4C07lIMgTeoGZpEfGmM9qIjBo9qtygQRjq2KMQvVOVVVEqlnDAFntT_EzGLlGnlX-1bHoa1cn3FhmKUcjnU-BRMqyO4dQDKVH3EykkVVeGF39A59SrtrEGNs0nvyWXmHou-F7pBkkluZX4_nLUmIDOhCRj3bSkMSF2wYBntMhkajoYDhLb2aLmq7C9EzjEziS2ywiqlkfayPbqqEAsnxhH8MyyruI&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.1763431,119.3999535,ChIJ767eGnQdvy0RmGexOmZiOHc
Danau Kalappo,"Danau Kalappo, Mangadu, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan, Indonesia",5.0,1,Wisata Alam,,-5.474444399999999,119.4333333,ChIJnWFhzszXvi0RiLb2-UYHSh4
Danau Mangappo,"Danau Mangappo, Mangadu, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan, Indonesia",4.0,1,Wisata Alam,,-5.484999999999999,119.4386111,ChIJ9Rn2STjWvi0RMgiUe-gJD94
Danau Balang Tonjong,"Balang Tonjong, RFMP+HP4, Antang, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90234, Indonesia",4.0,97,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFwrhWh_kgBimVpvaVF3i_ZvTfhhdicqjF5bCKPqoM_whEBJM0Fp2zjbxfW5eyt1y5MlntcgkREMxtJIPbp3dz0AVie-sdy-7_Lq1FOtfQNj7351AaL3pc5YGtwxmKuzLqWW5LFoDVsgvh55Ld3GWGefXWRoiapnKXSqTJYMf-eSd16rEwwrcPML8eVKKTCm51uQOiuGUwxIFYy4PfVtjwj90cCWCTAOYYFcvtCy-Fq_JWs5XjU1QDYeeB18bkmeVMiOCuuZTWWM-wF6icuWLzb0RMUAgy1jteRg46D0dSZyYipohRe5Le4mXhCzNC2cpYBabjr3M1nn82oY0bfyU5N3YSNrhOEGw4cjJkFET-M9IowLXmMOwKfI-zG38TmDUDSaQWYUqmruvNdqHyVFY6UPqZa0xYET1hRv-57WcE&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.1661189,119.4868416,ChIJVVVVpRLjvi0RrTXsnMfUR6k
Kalappo Lake,"GCGM+68G Danau Kalappo, Mangadu, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 92252, Indonesia",0.0,0,Wisata Alam,,-5.474444399999999,119.4333333,ChIJNY-PD_rXvi0RnNbNaOQu3n0
Bukit Teletubbies,"CFJ4+V4, Laikang, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan, Indonesia",5.0,2,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGn0qC0n-ki5dekUm-JH6VTLRMSZQMEHleDbys7ZYzoxoBMQURx4_oNvaQMPl5r041hXwqGr9XZVFY2gAwBisBfki51kZMfV2L87p3_GE48m49UaexqzoAfbuDmsJH5mOu7B5r7pD4tffe6ztL99_28Oqn6DvRjpQb-OD1eMa9eXO10KNeX2hs9VNluPRHdTgzsdptlcr6BNIe7fidmjd_TLBhnt9dh3WIvCrA1kMcmizxJoGw4rvLAaxW-5gMNgZvl5pZR6b68MumqeeL-fOWwfgMsa6mXCwOrqdcQTgx7qz3IA_WzlnLL17ZYo83hzjugX3GwaNyl71zdD9j2eegXM9tLAtt_3J7NH9OJBYc1Bpqx95RsRYwzwvRl3xT7AfPWgxOQGjmij8gMHsadf0JdC_k3JHz_wQipkasI6K7xFBvI&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.5678694,119.4553703,ChIJTSNYDu7Vvi0Re4gk3VpE27o
Wisata Puncak Desa Towata (paralayang),"Unnamed Road Towata Polombangkeng Utara, Saluka/lammasa, bukit golinga, Kabupaten Takalar, Sulawesi Selatan 92173, Indonesia",4.4,8,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEERxe1xVKRKu3sjnOD-XotAbYKs6WSaLCQp_SF6E6Yhnbt4Liz5lc3Gfx1eYrW5tGBsRQ4SvtUix2SY9sZPuAKSDzp7fEoyaTrbh2BbdxJgNBfSUQ1x-d_lC_wOC_fDLT52nEq084mpP_qeRnyg_fXZ1mfraXfboAAMnLDQgc8Bitj7jsjPnEknocgap4dfq4wJlphZJRZGgELv4_plCnCDIO9xD1c0mkij0mHcfGglMz9Irsc8U6yzwV9mT5dsqi6Vf466DTByF8pkxygWWKTkijPcmAkzbTzQ4jxq3fN83v3QPiqnz0O_jQ96QLQkrDUFf4QY94S-p0BLFFQrD4mtARnGUClELsQselapihzSdILoAFt3GzZiDepihX4eFoHDATbXr9_rZWyWDrzFBv3yuMI8iog13TdrqffcgGBz_t_L&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.2973864,119.5697249,ChIJdSqNapzdvi0RdiYojVwP508
Bukit Bossolo,"JG69+47, Timbuseng, Kec. Polombangkeng Utara, Kabupaten Takalar, Sulawesi Selatan, Indonesia",0.0,0,Wisata Alam,,-5.3899927,119.5181772,ChIJQ8HJBwDbvi0RFvwgBvseeH8
Wisata Alam Tombalan Desa Komara,"JH2C+V3, Ko'mara, Kec. Polombangkeng Utara, Kabupaten Takalar, Sulawesi Selatan, Indonesia",4.3,7,Wisata Religi,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHfX64RKNM96MaC7ysGNsrbS24ergbTWSQlWsgyzJKxSZ4NFMv3yO5tQE0SD4AFkoXY-8vlhmFQR_SEUJcUag8CFC84N0LtKn4Mqgz3J8hSi34liiURE9eMiiiV_BzQU0Wz7105ejokvEfQwq28ISVppqL70EWBx6UH2pYYBYb_fhX5MrniptURZq_G2stV5_QyXx_GUAcGf9H1jOPN4e9UJmVZAiDTo4WSExGD0GRkn0CDQWeGbj1FEzxMZ9P2PuvUyUb_TQdZ-7Fq6zo8NUPhv-DDEY360yV9eijvNfg2q-cq5zmdfCxRXfnhfLl2nm-J5hLGay6DFT4WoQEfV_5RJ2ejHgxfAFHTLTf3ddaVBNB0BNYthjFq2HgMZhUyVT1xDoyoYqxFTykDXEuutjm4dcjCsVjaBdAjYRV9Qs4&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.397772000000001,119.570136,ChIJ061kwP_bvi0RGLwfzDK0-e0
Wisata Alam Baka,"H98P+MG, Sanrobone, Kec. Sanrobone, Kabupaten Takalar, Sulawesi Selatan, Indonesia",1.0,1,Wisata Kota / Landmark,,-5.4333453,119.3862981,ChIJQU3oOQAnvy0R2yJhYH-SFHg
Wisata pulau sanrobengi,"M8GV+566, Pulau sanrobengi, Boddia, Kec. Galesong, Kabupaten Takalar, Sulawesi Selatan, Indonesia",5.0,1,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHXtokEPBcdoCmg9UdP9LUmP3L5tukKeknkfiUU-18S26jr5QRN4yzTKqznQE0flFAvAZ7Sv24EAnHnQ3aWqbapRBEWETq60LcK8c_yXNz_e5maLXfn58WIJbH5D16as9QGsEdQ5l9dPuGZx_tjET5eBwfQJaMc71mK1pPXdG7R2pH5YhlFHPhrVvlCMCTFFPIKrx-kdkw2fSZLJo5VYbykv6XWsBVGSGhhPk82FkgfidDSRn0K7AXIstTDnHWp-qitw_tq-nWzBEQYTUT3ooNcveALWvEnJmFW4C8G5BhmBzpnkWl9QJ23NWy2S0ylBsQNC6jD6emr6S2JSZX963fwCIAyJVdYjARa9KnR-D68FGed8Su0Pka8kPfVT0Pm49LwcG3-RXFaIvTnozx7zfsq7RTNxRbxkMUOmQeoAjIfmKGYFmH_NLmycgtVpft8&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.324579,119.3430153,ChIJvdopDQAhvy0RTfPhT9jrab8
Wisata alam popoloe,"J9GG+H3H, Baramamase, Kec. Galesong Sel., Kabupaten Takalar, Sulawesi Selatan, Indonesia",0.0,0,Wisata Kota / Landmark,,-5.373562199999999,119.3752249,ChIJ982EWwAnvy0RhwvD4tZ1FNQ
Dusun Lamangkia,"GC48+CWF, Topejawa, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan, Indonesia",4.7,3,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEpsuwBilkPnaSJwUo27Wf84D7SUwaJ5PHrnMfCThToqEf--LT5Ddm2ZXP1KR2nnfFRe2Dmtublmqkbz9SUZ4YoOF96C-y0zVQaVYb_84cHkNtjT66YIGT77D6GDbSTrOgNuPJ5fN9PNEWOZlGABLecd0MgqZ6UeWoh2WEryo4gtJjoljG3WDQea0GwXe1Q1rnJgthkPZJLZ5BLHXbXmTeYg1JOwbvKpPCzHggSQxYoq0yMsQKnnDmm5blJiGcNqjqo2i_Qp1J4QakM7zM9DC631pHL74qFDbDYeIogO4AYxx2lg7xZrYSEQRlQMyGynV7dnZMbZ_JeY974fMJ4tQll-o6jEa12acAz7xYKSTV0LNvnkWMBfScaSnZGWLEehU3L2bCQVvOhrVr91hZf9J2QZAvxVTlhz2Zu4PUVJeFyU24ub-PC7t6Q5nnyGO0H&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.4939395,119.417293,ChIJEUsGVwApvy0R0HzYn3dwlhY
Wisata Alam Puntondo,"CF6P+QP6 wisata alam puntondo, Laikang, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan, Indonesia",5.0,2,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE2EqRyGnz9XzSkdUvmcbiH5-zWm2-EZu3VBV01YFgAWAzGohHQTUIdVaQvIlhCHslXq_98nf3lSk6kbeyTwl0lW-3OvT9NRE-EV-2p4nqVREvYrPq7XyqpKZpzROxaO49Y8b9yKKQFUQ0OXPOewSd3dW1CkWA5yRtRPgDBNqvx72TiEVHcEOVJM_SE96E0b3q_KqhKJqisHKrOjEWq2G86WDqIm-aDpFp9ibieQioqeeZcuK5zISAgHJQFfnjDoqNlJemMFMjvxG8KuyRPBWomrKofs6f3aGd4XU_GElZvMLYbuDbo6iceTeQKNXrIrS3QFHOmOqwwI0rtFE6bSJUY8Gh6oN5dGFBjJ7m4QbmqJlGpzjDiIUqKO67nncTjYKm3c_GJ_T7NhMBEk0dgA2s1RVrIQ9pyN0xXeFRECLrhoqA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.588097299999999,119.4867538,ChIJ9Y9qCDYruS0R7CspX9zWeA0
Rimba Bitti Pandala,"Laikang, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 92261, Indonesia",5.0,19,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEF40tfNI6jdM4OGgPcgUTz6ssQmhpwBEjfPkySJOkN96eIHadT6OzXy5riZ_IC71EJNubA5wKmTF9pggyB12u3Cp0J0dJSBxNsRiE_ZRvxEyJq_GtK4Vrd2af4il8_HAxku2Ye9HDEIE-_G0iE6sMVo7buNgalG_-UKk81v16nC6h2MAjLatmKD4mq-bYPJ3z9RRlBxNRf1xUQ_6QbT1b6iswHm9YyTHnaKwpyAG8YzEUAOX_MjccBPKTqH3PsyffOEiE1tpUJkWkczkIY3VP3cIOVJwlKxjGac13djIOijsw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.5746661,119.4498302,ChIJnVeJNHbVvi0RUymma8wmJrU
